region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,alert_day,alert_month,max_temperature,precipitation,min_temperature,avg_temperature,lat,lon
Ribatejo e Oeste,Lisboa,Mafra,fire,2015-07-09,17:30:00,0,1.4,0.06,1.4,1.46,0,9,July,26.9,0,17.2,21.4,38.9,-9.35
Ribatejo e Oeste,Santarém,Coruche,firepit,2015-07-25,13:38:00,0,0.005,0,0.005,0.005,1,25,July,27.3,0,16.9,21.3,38.95,-8.53333333333333
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-03,21:59:00,0,0.06,0,0.06,0.06,0,3,September,24.3,0,13.6,17.9,41.1166666666667,-8.36666666666667
Ribatejo e Oeste,Santarém,Mação,firepit,2015-07-24,20:29:00,0.2,0.0101,0,0.2101,0.2101,1,24,July,29.8,0,14.9,23.1,39.5338888888889,-7.85388888888889
Beira Litoral,Viseu,Cinfães,fire,2015-07-25,12:58:00,0,4.5,0,4.5,4.5,0,25,July,27,0,14.3,19.1,41.05,-8.08333333333333
Ribatejo e Oeste,Setubal,Setubal,firepit,2015-07-25,17:49:00,0,0.015,0,0.015,0.015,0,25,July,27.3,0,16.9,21.3,38.5333333333333,-9.03333333333333
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-07-25,20:05:00,0,0.7786,0,0.7786,0.7786,1,25,July,27,0,14.3,19.1,39.5833333333333,-8.41666666666667
Beira Litoral,Aveiro,Aveiro,agric_burn,2015-07-25,20:15:00,0,0,5e-04,0,5e-04,0,25,July,27,0,14.3,19.1,40.5666666666667,-8.56666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-09-03,07:33:00,0,0.5,0,0.5,0.5,1,3,September,22.9,0,13.6,17.3,41.85,-8.28333333333333
Tras-dos-Montes,Vila Real,Boticas,firepit,2015-09-03,20:55:00,0,0.2,0,0.2,0.2,1,3,September,25.9,0,15.4,18.9,41.6666666666667,-7.7
Entre Douro e Minho,Porto,Pôvoa de Varzim,firepit,2015-06-06,21:14:00,0,0.1,0,0.1,0.1,0,6,June,31,0,12.7,21.4,41.4166666666667,-8.66666666666667
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-07-09,08:31:00,0,0.15,0,0.15,0.15,1,9,July,39.1,0,13.2,25.2,41.4166666666667,-7.98333333333333
Alentejo,Évora,Borba,agriculture,2015-07-09,11:03:00,0,0,0.75,0,0.75,0,9,July,39.4,0,13.3,23.7,38.8833333333333,-7.49083333333333
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-09,12:39:00,0,0.3,0,0.3,0.3,0,9,July,34.4,0,15.5,21.6,41.2,-8.26666666666667
Beira Litoral,Aveiro,Aveiro,firepit,2015-07-09,14:20:00,0.0635,0,0,0.0635,0.0635,0,9,July,37,0,15.5,21.6,40.5666666666667,-8.56666666666667
Beira Litoral,Aveiro,Aveiro,agric_burn,2015-07-09,16:41:00,0,0,0.0149,0,0.0149,0,9,July,37,0,15.5,21.6,40.6,-8.58333333333333
Ribatejo e Oeste,Santarém,Ourém,fire,2015-07-09,18:19:00,0,1.3801,0,1.3801,1.3801,1,9,July,37,0,15.5,21.6,39.7633333333333,-8.75444444444445
Ribatejo e Oeste,Setubal,Montijo,firepit,2015-07-09,23:56:00,0,0.006,0,0.006,0.006,1,9,July,26.9,0,17.2,21.4,38.6833333333333,-8.95
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-10,02:00:00,0,0.1,0,0.1,0.1,1,10,July,22.2,0,14.9,18.1,41.3,-8.13333333333333
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-07-25,11:47:00,0,0.01,0,0.01,0.01,0,25,July,28.6,0,11.8,19.1,41.85,-8.4
Ribatejo e Oeste,Santarém,Salvaterra de Magos,firepit,2015-07-25,13:29:00,0.094448,0,0,0.094448,0.094448,0,25,July,27.3,0,16.9,21.3,39.1111111111111,-8.64194444444444
Entre Douro e Minho,Viana do Castelo,Ponte de Lima,firepit,2015-07-25,16:18:00,0,0.001,0,0.001,0.001,0,25,July,28.6,0,11.8,19.1,41.7666666666667,-8.55
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2015-07-25,21:50:00,0,1.5,0,1.5,1.5,0,25,July,28.6,0,11.8,19.1,41.5666666666667,-8.28333333333333
Entre Douro e Minho,Porto,Baião,firepit,2015-07-26,02:35:00,0,0.05,0,0.05,0.05,1,26,July,29.8,0,13,20.7,41.1,-8.05
Beira Litoral,Coimbra,Penela,firepit,2015-07-26,11:03:00,0,0.04,0,0.04,0.04,1,26,July,29.8,0,13,20.7,39.9333333333333,-8.38333333333333
Beira Interior,Guarda,Sabugal,agric_burn,2015-12-04,18:41:00,0,0.4,0,0.4,0.4,0,4,December,18,0,7.3,12.4,40.3338888888889,-7.01027777777778
Ribatejo e Oeste,Santarém,Rio Maior,firepit,2015-11-29,12:31:00,0,0.0083,0,0.0083,0.0083,0,29,November,17.2,0,11.1,13.8,39.2708333333333,-8.81361111111111
Beira Interior,Guarda,Celorico da Beira,agric_burn,2015-12-07,17:35:00,0,0.0145,0,0.0145,0.0145,0,7,December,16.9,0,8.4,9.8,40.6877777777778,-7.30305555555556
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2015-07-24,19:19:00,0,0.02,0,0.02,0.02,0,24,July,21.6,1.3,13.9,18.4,42.0666666666667,-8.45
Beira Interior,Castelo Branco,Idanha-a-Nova,firepit,2015-07-10,23:39:00,0.7407,0,0,0.7407,0.7407,1,10,July,33.1,0,14.4,23.7,40,-7.28333333333333
Beira Litoral,Aveiro,Aveiro,firepit,2015-07-25,21:22:00,0.0168,0,0,0.0168,0.0168,0,25,July,27,0,14.3,19.1,40.65,-8.63333333333333
Beira Interior,Guarda,Almeida,fire,2015-08-30,22:49:00,2,3.63,1.5,5.63,7.13,0,30,August,35.6,0,21.3,28.1,40.5538888888889,-7.21416666666667
Alentejo,Portalegre,Sousel,agriculture,2015-08-31,16:43:00,0,0,1,0,1,0,31,August,32.2,0,17,22.3,38.9166666666667,-7.75
Beira Litoral,Aveiro,Aveiro,agriculture,2015-08-31,12:10:00,0,0,0.2364,0,0.2364,0,31,August,26.1,0,17.5,21.2,40.6166666666667,-8.63333333333333
Tras-dos-Montes,Vila Real,Chaves,fire,2015-08-31,17:09:00,12,2,0,14,14,1,31,August,27.5,0,19.6,20.7,41.7333333333333,-7.38333333333333
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-07-09,12:03:00,7.5,1,0,8.5,8.5,0,9,July,34.4,0,15.5,23.2,41.6333333333333,-8.23333333333333
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-07-10,01:23:00,0.05,0,0,0.05,0.05,0,10,July,22.2,0,14.9,18.1,41.3666666666667,-8.65
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-10,01:19:00,0,0.05,0,0.05,0.05,0,10,July,22.2,0,14.9,18.1,41.2166666666667,-8.26666666666667
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-07-10,03:14:00,0,0.3,0,0.3,0.3,1,10,July,29.9,0,17.5,23.7,41.4166666666667,-8.05
Tras-dos-Montes,Vila Real,Valpaços,firepit,2015-07-25,08:35:00,0,0.04,0,0.04,0.04,0,25,July,33.2,0,10.8,21,41.6888888888889,-7.3525
Entre Douro e Minho,Viana do Castelo,Melgaço,fire,2015-07-25,12:09:00,0,3.956,0,3.956,3.956,0,25,July,28.6,0,11.8,19.1,42.0833333333333,-8.2
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-07-25,12:33:00,0,0.184,0,0.184,0.184,1,25,July,27,0,14.3,19.1,39.5666666666667,-8.3
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-25,17:02:00,0,0.02,0,0.02,0.02,1,25,July,28.6,0,11.8,19.1,41.25,-8.03333333333333
Alentejo,Beja,Serpa,agriculture,2015-08-31,23:25:00,0,0,0.004,0,0.004,0,31,August,29,0,17,22.9,38.0555555555556,-7.61666666666667
Tras-dos-Montes,Vila Real,Boticas,firepit,2015-09-01,21:34:00,0,0.1,0,0.1,0.1,0,1,September,29.3,0,16.9,22.1,41.7,-7.75
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2015-09-01,20:34:00,0,0,0.1454,0,0.1454,1,1,September,25.2,0,19,21.1,39.0536111111111,-8.67361111111111
Algarve,Faro,Faro,firepit,2015-09-02,21:46:00,0,0.01,0,0.01,0.01,0,2,September,27.8,0,16.9,21.4,37.0888888888889,-8.09444444444444
Beira Interior,Guarda,Pinhel,firepit,2015-09-03,08:40:00,0.019,0,0.014,0.019,0.033,1,3,September,27.5,0,13.4,17.8,40.705,-7.37416666666667
Beira Litoral,Viseu,Viseu,firepit,2015-09-03,13:35:00,0,0.05,0,0.05,0.05,0,3,September,24.3,0,13.4,17.9,40.7166666666667,-7.96666666666667
Beira Litoral,Leiria,Alcobaça,agriculture,2015-09-03,13:54:00,0,0,0.11,0,0.11,0,3,September,24.3,0,17.1,17.9,39.5833333333333,-8.96666666666667
Entre Douro e Minho,Porto,Maia,firepit,2015-07-25,20:15:00,0,0.04,0,0.04,0.04,0,25,July,28.6,0,11.8,19.1,41.2666666666667,-8.61666666666667
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-07-26,03:50:00,1.7,0,0,1.7,1.7,0,26,July,21,1.8,15.1,18.4,41.6333333333333,-8.13333333333333
Beira Litoral,Coimbra,Coimbra,agriculture,2015-06-05,14:42:00,0,0,0.0015,0,0.0015,0,5,June,26.5,0,13.2,17.7,40.2,-8.48333333333333
Beira Litoral,Coimbra,Pampilhosa da Serra,firepit,2015-06-05,19:16:00,0,0.01,0,0.01,0.01,0,5,June,26.5,0,13.2,17.7,40.1333333333333,-7.96666666666667
Tras-dos-Montes,Bragança,Mogadouro,firepit,2015-06-05,19:50:00,0.000636,0.001273,0,0.001909,0.001909,0,5,June,33.2,2.6,16,23.2,41.3833333333333,-6.65
Entre Douro e Minho,Porto,Penafiel,firepit,2015-06-07,04:54:00,0,0.2,0,0.2,0.2,0,7,June,34,0,14.4,23.8,41.15,-8.3
Entre Douro e Minho,Porto,Penafiel,fire,2015-07-09,09:13:00,0,26.565,0,26.565,26.565,0,9,July,34.4,0,15.5,21.6,41.1166666666667,-8.25
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-07-09,11:31:00,0,0.001,0,0.001,0.001,1,9,July,34.4,0,15.5,23.2,41.85,-8.8
Beira Interior,Guarda,Almeida,fire,2015-12-05,17:07:00,0.19,2,0,2.19,2.19,0,5,December,20.4,0,8.4,13,40.6777777777778,-6.96
Beira Litoral,Aveiro,Albergaria-a-Velha,agric_burn,2015-12-06,17:08:00,0,0,0.125,0,0.125,0,6,December,15.6,0,6.5,12.4,40.7333333333333,-8.51666666666667
Beira Litoral,Coimbra,Soure,agriculture,2015-12-07,14:24:00,0,0,0.01,0,0.01,0,7,December,16.9,0,11,14.5,40.0666666666667,-8.65
Beira Litoral,Coimbra,Figueira da Foz,agriculture,2015-10-22,14:47:00,0,0,0.02,0,0.02,0,22,October,21.8,0,10.3,16.7,40.1666666666667,-8.86666666666667
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2015-10-22,16:31:00,0,0,0.1,0,0.1,0,22,October,21.8,0,15.1,18.4,39.4666666666667,-9.03333333333333
Beira Interior,Guarda,Vila Nova de Foz Côa,firepit,2015-07-10,08:59:00,0,0.02,0,0.02,0.02,0,10,July,33.5,0,16.5,24.2,41.0969444444444,-7.17277777777778
Entre Douro e Minho,Viana do Castelo,Monção,agriculture,2015-07-10,00:44:00,0,0,0.001,0,0.001,0,10,July,22.2,0,14.9,18.1,42.05,-8.48333333333333
Ribatejo e Oeste,Setubal,Sines,agriculture,2015-07-24,21:13:00,0,0,1.247,0,1.247,0,24,July,27.1,0,18.8,23.3,37.8833333333333,-8.76666666666667
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-07-25,13:38:00,0,0.005,0,0.005,0.005,1,25,July,28.6,0,11.8,19.1,41.9,-8.45
Beira Litoral,Aveiro,Espinho,agriculture,2015-07-25,13:42:00,0,0,0.002,0,0.002,0,25,July,27,0,14.3,19.1,41,-8.63333333333333
Beira Interior,Guarda,Guarda,firepit,2015-08-30,12:19:00,0,0.005,0,0.005,0.005,0,30,August,35.6,0,21.3,28.1,40.7780555555556,-7.13583333333333
Beira Litoral,Aveiro,Ovar,agriculture,2015-09-01,01:19:00,0,0,0.02,0,0.02,0,1,September,26.2,5.1,16.8,19.8,40.85,-8.61666666666667
Algarve,Faro,Portimão,agriculture,2015-09-01,16:19:00,0,0,0.0075,0,0.0075,0,1,September,27.3,0,18.4,21.3,37.1972222222222,-8.57777777777778
Beira Litoral,Viseu,Resende,firepit,2015-09-01,16:53:00,0,0.05,0,0.05,0.05,1,1,September,26.2,5.1,14.9,19.8,41.0833333333333,-7.95
Beira Litoral,Aveiro,Espinho,agriculture,2015-09-02,07:28:00,0,0,0.012,0,0.012,0,2,September,22.9,0,16,17.8,40.9666666666667,-8.61666666666667
Tras-dos-Montes,Vila Real,Chaves,firepit,2015-09-03,12:50:00,0,0.5,0,0.5,0.5,0,3,September,25.9,0,15.4,16.4,41.6538888888889,-7.44
Ribatejo e Oeste,Santarém,Santarém,firepit,2015-09-03,15:18:00,0,0.0035,0,0.0035,0.0035,1,3,September,23.5,0,17.1,19.1,39.2322222222222,-8.67361111111111
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-07-25,19:11:00,0,0.01,0,0.01,0.01,0,25,July,28.6,0,11.8,19.1,41.9,-8.45
Beira Litoral,Coimbra,Tábua,agriculture,2015-07-26,02:44:00,0,0,0.01,0,0.01,1,26,July,29.8,0,13,20.7,40.3333333333333,-7.91666666666667
Tras-dos-Montes,Bragança,Mogadouro,firepit,2015-07-26,06:12:00,0,0.0032,0,0.0032,0.0032,1,26,July,34,0,12.7,22.9,41.3666666666667,-6.83333333333333
Beira Litoral,Aveiro,Bragança,agriculture,2015-09-02,17:31:00,0,0,1.2862,0,1.2862,0,2,September,22.9,0,16,17.8,40.6166666666667,-8.73333333333333
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-09-03,13:53:00,0,0.05,0,0.05,0.05,1,3,September,22.9,0,13.6,17.3,41.3166666666667,-8.21666666666667
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-09-03,14:08:00,0.05,0,0,0.05,0.05,1,3,September,22.9,0,13.6,17.3,41.6166666666667,-8.8
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-09-03,21:18:00,0,0.2,0,0.2,0.2,1,3,September,24.3,0,13.6,17.9,41.1166666666667,-8.2
Entre Douro e Minho,Viana do Castelo,Vila Nova de Cerveira,firepit,2015-09-03,21:40:00,0,0.02,0,0.02,0.02,0,3,September,22.9,0,13.6,17.3,41.9333333333333,-8.66666666666667
Beira Litoral,Leiria,Porto de Mós,agriculture,2015-11-08,17:14:00,0,0,0.003,0,0.003,0,8,November,23,0,16,19.3,39.5833333333333,-8.85
Ribatejo e Oeste,Santarém,Abrantes,firepit,2015-11-15,16:15:00,0,0.1267,0,0.1267,0.1267,1,15,November,20.1,0,10.5,13.2,39.4697222222222,-8.24305555555556
Beira Litoral,Leiria,Caldas da Rainha,fire,2015-07-09,23:47:00,1,0,0,1,1,1,9,July,26.9,0,17.2,21.4,39.3,-8.98333333333333
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-07-25,22:53:00,0,0.005,0,0.005,0.005,0,25,July,28.6,0,11.8,19.1,41.3833333333333,-8.15
Beira Litoral,Viseu,Oliveira de Frades,firepit,2015-07-26,04:12:00,0.16,0,0,0.16,0.16,1,26,July,29.8,0,13,20.7,40.7,-8.15
Tras-dos-Montes,Bragança,Macedo de Cavaleiros,firepit,2015-07-26,05:12:00,0,0.56,0,0.56,0.56,1,26,July,34,0,12.7,22.9,41.45,-6.83333333333333
Entre Douro e Minho,Braga,Cabeceiras de Basto,firepit,2015-07-26,10:56:00,0.01,0.01,0,0.02,0.02,1,26,July,30.8,0,14.5,22.6,41.5,-8
Tras-dos-Montes,Bragança,Vinhais,firepit,2015-11-30,12:00:00,0,0.02,0,0.02,0.02,0,30,November,5,0,-1,2.8,41.85,-7.01666666666667
Ribatejo e Oeste,Santarém,Chamusca,agric_burn,2015-11-10,16:28:00,0,0.003,0,0.003,0.003,0,10,November,22.1,0,15.2,18.2,39.3333333333333,-8.46666666666667
Beira Litoral,Viseu,São Pedro do Sul,firepit,2015-11-01,14:09:00,0,0.01,0,0.01,0.01,0,1,November,21.6,2,12,16.6,40.8666666666667,-8.05
Beira Litoral,Leiria,Alcobaça,firepit,2015-11-14,11:08:00,0,0.04,0,0.04,0.04,0,14,November,19.5,0,13.1,16.2,39.45,-9
Beira Interior,Guarda,Manteigas,agriculture,2015-07-25,15:24:00,0,0,0.01,0,0.01,0,25,July,34.9,0,15,25.1,40.4388888888889,-7.59444444444444
Tras-dos-Montes,Vila Real,Valpaços,fire,2015-07-26,01:05:00,0.5,28.5,0,29,29,1,26,July,30.8,0,12.7,22.9,41.7441666666667,-7.24777777777778
Beira Litoral,Aveiro,Vagos,agriculture,2015-12-04,21:00:00,0,0,0.0012,0,0.0012,0,4,December,17.6,0,11,13.6,40.55,-8.66666666666667
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-07-10,00:28:00,0,0.0019,0,0.0019,0.0019,1,10,July,24.8,0,14.4,19.2,39.8044444444444,-8.69
Beira Interior,Castelo Branco,Sertá,firepit,2015-07-25,07:45:00,0.09,0,0,0.09,0.09,1,25,July,34.9,0,15,25.1,39.8333333333333,-8.03333333333333
Ribatejo e Oeste,Santarém,Santarém,firepit,2015-07-25,08:22:00,0.3942,0,0,0.3942,0.3942,1,25,July,27.3,0,16.9,21.3,39.3666666666667,-8.7
Tras-dos-Montes,Vila Real,Valpaços,firepit,2015-07-25,17:45:00,0,0.001,0,0.001,0.001,0,25,July,33.2,0,10.8,21,41.6286111111111,-7.31361111111111
Beira Interior,Guarda,Trancoso,fire,2015-07-24,15:11:00,70,95,14,165,179,1,24,July,25.6,0,16.4,19.6,40.8847222222222,-7.6225
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-07-25,21:18:00,0,0.3,0,0.3,0.3,1,25,July,28.6,0,11.8,19.1,41.7,-8.66666666666667
Entre Douro e Minho,Porto,Amarante,firepit,2015-07-26,01:50:00,0.004,0,0,0.004,0.004,1,26,July,30.8,0,14.5,22.6,41.3,-7.96666666666667
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-26,01:44:00,0,0.1,0,0.1,0.1,0,26,July,29.8,0,13,20.7,41.15,-8.3
Ribatejo e Oeste,Santarém,Almeirim,agriculture,2015-12-09,18:13:00,0,0,0.004,0,0.004,0,9,December,16.3,0,12.4,14.5,39.2216666666667,-8.64305555555556
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-08-30,17:57:00,0.25,0,0,0.25,0.25,1,30,August,34.1,0,17,23.5,41.1833333333333,-8.16666666666667
Tras-dos-Montes,Vila Real,Vila Pouca de Aguiar,firepit,2015-08-30,23:16:00,0,0.15,0,0.15,0.15,0,30,August,36,0.5,16.1,23.9,41.4166666666667,-7.71666666666667
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-08-31,14:05:00,0.1318,0,0,0.1318,0.1318,1,31,August,26.1,0,17.5,21.2,39.5836111111111,-8.31111111111111
Beira Litoral,Aveiro,Vagos,agriculture,2015-09-01,19:26:00,0,0,0.0135,0,0.0135,0,1,September,26.2,5.1,16.8,19.8,40.5333333333333,-8.68333333333333
Entre Douro e Minho,Porto,Baião,firepit,2015-09-01,23:52:00,0,0.15,0,0.15,0.15,1,1,September,26.2,5.1,14.9,19.8,41.1,-8
Beira Litoral,Coimbra,Condeixa-a-Nova,agriculture,2015-09-02,14:43:00,0,0,0.001,0,0.001,0,2,September,22.9,0,16,17.8,40.1,-8.48333333333333
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2015-07-24,22:14:00,0,0.92,0,0.92,0.92,0,24,July,30.3,0,18.1,21,41.1333333333333,-7.03333333333333
Ribatejo e Oeste,Santarém,Rio Maior,firepit,2015-07-25,15:40:00,0.0335,0,0,0.0335,0.0335,1,25,July,27.3,0,16.9,21.3,39.3833333333333,-8.91666666666667
Ribatejo e Oeste,Setubal,Almada,firepit,2015-07-25,16:38:00,0,0.003,0,0.003,0.003,0,25,July,27.3,0,16.9,21.3,38.6333333333333,-9.13333333333333
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2015-07-25,17:44:00,1,6,0,7,7,1,25,July,33.2,0,11.8,22.5,41.55,-8.01666666666667
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2015-07-25,18:08:00,1,0.5,0,1.5,1.5,1,25,July,33.2,0,11.8,22.5,41.4666666666667,-7.95
Entre Douro e Minho,Braga,Braga,firepit,2015-05-26,16:05:00,0.025,0.025,0,0.05,0.05,0,26,May,28,0,11.9,20.1,41.5438888888889,-8.35666666666667
Beira Litoral,Viseu,Castro Daire,firepit,2015-06-20,21:47:00,0,0.001,0,0.001,0.001,0,20,June,36.8,0,20.4,28.3,40.9166666666667,-7.91666666666667
Beira Litoral,Aveiro,Santa Maria da Feira,firepit,2015-06-21,02:13:00,0,0.0115,0,0.0115,0.0115,0,21,June,34.6,0,19.3,25.9,40.9833333333333,-8.58333333333333
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,fire,2015-06-21,12:23:00,0.5,0.5,0,1,1,1,21,June,33.6,0,19.3,26.1,41.5666666666667,-8.21666666666667
Beira Litoral,Coimbra,Penacova,agriculture,2015-07-14,16:48:00,0,0,0.074,0,0.074,0,14,July,29,0,15.7,20.1,40.2666666666667,-8.21666666666667
Alentejo,Beja,Serpa,agriculture,2015-07-14,19:03:00,0,0,0.3,0,0.3,0,14,July,38.4,0,14,26.2,38.2944444444444,-7.86666666666667
Beira Litoral,Viseu,Cinfães,firepit,2015-07-14,19:03:00,0,0.1,0,0.1,0.1,1,14,July,29,0,15.7,20.1,41.0833333333333,-8.1
Beira Interior,Castelo Branco,Castelo Branco,agriculture,2015-07-07,18:29:00,0,0,10.78,0,10.78,0,7,July,37.9,0,16.3,27.4,39.85,-7.45
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,fire,2015-07-09,23:18:00,3,17.603,0,20.603,20.603,1,9,July,34.4,0,15.5,23.2,41.65,-8.66666666666667
Entre Douro e Minho,Braga,Cabeceiras de Basto,firepit,2015-07-10,05:15:00,0.01,0.01,0,0.02,0.02,0,10,July,29.9,0,17.5,23.7,41.5,-7.98333333333333
Beira Interior,Guarda,Mêda,fire,2015-07-25,23:38:00,0,5,0,5,5,1,25,July,34.9,0,10.8,21,40.8833333333333,-7.29
Beira Litoral,Aveiro,Vagos,agriculture,2015-06-30,23:59:00,0,0,0.0018,0,0.0018,1,30,June,26.4,0.3,16.1,19.1,40.5333333333333,-8.65
Entre Douro e Minho,Braga,Celorico de Basto,agriculture,2015-07-02,12:30:00,0,0,0.04,0,0.04,1,2,July,29.7,0,12.8,21.1,41.45,-8.03333333333333
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-06-27,21:36:00,1,1,0,2,2,0,27,June,27.5,0,14.7,20.2,41.6333333333333,-8.23333333333333
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-06-28,17:19:00,0,0.02,0,0.02,0.02,0,28,June,29.8,0,14.2,20.3,41.1833333333333,-8.2
Beira Litoral,Coimbra,Coimbra,agriculture,2015-06-27,20:39:00,0,0,0.001,0,0.001,0,27,June,32.2,0,14.9,21.9,40.1833333333333,-8.46666666666667
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-06-27,23:10:00,0,0.01,0,0.01,0.01,1,27,June,27.5,0,14.7,20.2,41.85,-8.76666666666667
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-06-28,03:14:00,0.7,0.2,0,0.9,0.9,1,28,June,37.1,0,14.5,25.3,41.4166666666667,-7.98333333333333
Tras-dos-Montes,Bragança,Bragança,fire,2015-07-26,11:15:00,0,2.85,0,2.85,2.85,0,26,July,34,0,12.7,22.9,41.8166666666667,-6.6
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2015-07-26,11:53:00,0,0.06,0,0.06,0.06,0,26,July,30.8,0,14.5,22.6,41.5166666666667,-7.76666666666667
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,agriculture,2015-05-23,18:18:00,0,0,0.05,0,0.05,0,23,May,24.5,0,8.2,16.7,41.55,-8.25
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-07-20,14:50:00,0,1,0,1,1,1,20,July,35,0,21.5,26.9,41.85,-7.68333333333333
Entre Douro e Minho,Viana do Castelo,Ponte da Barca,firepit,2015-07-20,16:55:00,0,0.05,0,0.05,0.05,1,20,July,27.7,0,18.5,21.9,41.7666666666667,-8.35
Ribatejo e Oeste,Santarém,Alcanena,firepit,2015-07-08,21:48:00,0,0.1927,0,0.1927,0.1927,1,8,July,28.4,0,15.1,20.6,39.6333333333333,-8.93666666666667
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-07-21,15:47:00,0,0.01,0,0.01,0.01,0,21,July,34.3,0,21.1,26.7,41.5833333333333,-8.06666666666667
Beira Litoral,Aveiro,Aveiro,agric_burn,2015-06-27,14:22:00,0,0,0.0097,0,0.0097,0,27,June,32.2,0,14.9,21.9,40.6166666666667,-8.61666666666667
Beira Interior,Castelo Branco,Idanha-a-Nova,agriculture,2015-06-27,15:19:00,0,0,0.3,0,0.3,1,27,June,39,0,18.7,29.6,40.05,-7.18333333333333
Alentejo,Évora,Montemor-o-Novo,agriculture,2015-06-27,18:45:00,0,0,0.11,0,0.11,0,27,June,33.9,0,17.1,29.8,38.7,-8.23333333333333
Beira Litoral,Coimbra,Coimbra,agriculture,2015-06-27,19:33:00,0,0,0.002,0,0.002,0,27,June,32.2,0,14.9,21.9,40.2,-8.46666666666667
Algarve,Faro,Lagoa,agriculture,2015-07-20,20:47:00,0,0,0.001,0,0.001,0,20,July,35.9,0,21.5,26.1,37.2444444444444,-8.40055555555556
Entre Douro e Minho,Braga,Barcelos,fire,2015-07-21,00:49:00,1.52,0,0,1.52,1.52,1,21,July,27.6,0,16.5,20.8,41.535,-8.62222222222222
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-07-25,17:00:00,0,0,0.0041,0,0.0041,1,25,July,27,0,14.3,19.1,39.6333333333333,-8.25
Beira Litoral,Aveiro,Santa Maria da Feira,agriculture,2015-06-27,17:32:00,0,0,0.001,0,0.001,0,27,June,32.2,0,14.9,21.9,40.95,-8.58333333333333
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-06-27,19:25:00,0.75,0.25,0,1,1,0,27,June,36,0,14.3,25.1,41.4,-8.03333333333333
Entre Douro e Minho,Porto,Lousada,firepit,2015-06-27,21:20:00,0,0.3,0,0.3,0.3,0,27,June,27.5,0,14.7,20.2,41.25,-8.3
Beira Interior,Castelo Branco,Castelo Branco,fire,2015-07-07,14:46:00,42.45,0,24,42.45,66.45,0,7,July,37.9,0,16.3,27.4,39.9963888888889,-7.56333333333333
Beira Interior,Guarda,Celorico da Beira,agric_burn,2015-09-02,20:19:00,0,0.01,0,0.01,0.01,0,2,September,27.3,0,13.6,20,40.8388888888889,-7.38611111111111
Alentejo,Évora,Montemor-o-Novo,agric_burn,2015-09-03,03:44:00,0,0,3e-04,0,3e-04,0,3,September,25.8,0,13.7,18.4,38.5225,-8.12638888888889
