"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","cause_type"
"5668","Entre Douro e Minho","Porto","Penafiel","Abragão","41:9:20.250000000002''","8:13:44.1011999999969''","firepit",2015-09-30,"08:05:00",2015-09-30,"10:25:00",2015-09-30,"08:07:00",NA,0,0.05,0,0.05,0.05,"negligent"
"5669","Trás-os-Montes","Viseu","Armamar","São Martinho das Chãs","41:3:44.2188000000027''","7:40:4.69200000000143''","firepit",2015-06-10,"20:50:00",2015-06-10,"23:50:00",2015-06-10,"21:08:00",NA,0.05,0,0,0.05,0.05,"rekindling"
"5670","Beira Litoral","Coimbra","Oliveira do Hospital","Travanca de Lagos","40:22:30.0935999999939''","7:54:42.2964000000013''","firepit",2015-07-11,"13:10:00",2015-07-11,"16:27:00",2015-07-11,"13:11:00",NA,0,0.6,0,0.6,0.6,"negligent"
"5671","Beira Litoral","Coimbra","Miranda do Corvo","Vila Nova","40:2:53.2931999999892''","8:20:25.9116000000013''","firepit",2015-07-11,"13:50:00",2015-07-11,"16:00:00",2015-07-11,"14:00:00",NA,0.42,0,0,0.42,0.42,"rekindling"
"5672","Entre Douro e Minho","Porto","Maia","Folgosa","41:15:34.8300000000052''","8:32:36.999600000001''","firepit",2015-07-12,"02:55:00",2015-07-12,"03:55:00",2015-07-12,"03:15:00",NA,0,0.003,0,0.003,0.003,"negligent"
"5673","Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41:45:47.8151999999881''","8:26:57.8760000000011''","firepit",2015-07-12,"16:18:00",2015-07-12,"19:00:00",2015-07-12,"16:28:00",NA,0.25,0,0,0.25,0.25,"intentional"
"5674","Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Telões","41:27:13.3848000000074''","7:41:16.2888000000011''","firepit",2015-08-12,"00:20:00",2015-08-12,"01:30:00",2015-08-12,"00:25:00",NA,0.04,0,0,0.04,0.04,"negligent"
"5675","Beira Interior","Guarda","Fornos de Algodres","Cortiçô","00:40:40.530","00:07:29.930","fire",2015-08-10,"18:31:00",2015-08-10,"21:40:00",2015-08-10,"18:40:00",NA,1.2,1.5,0,2.7,2.7,"intentional"
"5676","Ribatejo e Oeste","Santarém","Santarém","Moçarria","00:39:17.800","00:08:46.196","firepit",2015-08-10,"23:11:00",2015-08-11,"02:56:00",2015-08-10,"23:43:00",NA,0,0.1556,0,0.1556,0.1556,"intentional"
"5677","Entre Douro e Minho","Braga","Vila Verde","Moure","00:41:39.092","00:08:29.168","firepit",2015-08-11,"08:28:00",2015-08-11,"11:03:00",2015-08-11,"08:40:00",NA,0.42,0,0,0.42,0.42,"negligent"
"5678","Trás-os-Montes","Vila Real","Montalegre","Vila da Ponte","41:44:17.2140000000019''","7:54:14.9867999999986''","fire",2015-08-11,"13:40:00",2015-08-11,"21:24:00",2015-08-11,"14:02:00",NA,1.5,23,0,24.5,24.5,"negligent"
"5679","Entre Douro e Minho","Porto","Penafiel","Canelas","41:4:50.9412000000117''","8:18:40.2300000000015''","firepit",2015-08-11,"15:05:00",2015-08-11,"18:00:00",2015-08-11,"15:07:00",NA,0,0.03,0,0.03,0.03,"negligent"
"5680","Entre Douro e Minho","Braga","Fafe","Quinchães","41:25:53.5835999999961''","8:8:8.25360000000089''","firepit",2015-08-11,"15:56:00",2015-08-11,"18:00:00",2015-08-11,"16:10:00",NA,0.05,0.05,0,0.1,0.1,"rekindling"
"5681","Trás-os-Montes","Bragança","Mirandela","Passos","41:27:18.3563999999893''","7:14:50.9928000000008''","firepit",2015-09-22,"17:23:00",2015-09-22,"18:25:00",2015-09-22,"17:35:00",NA,0,0.028,0,0.028,0.028,"negligent"
"5682","Entre Douro e Minho","Viana do Castelo","Valença","Cerdal","41:58:26.3748000000004''","8:36:36.2772000000015''","agric_burn",2015-09-23,"13:07:00",2015-09-23,"17:10:00",2015-09-23,"13:20:00",NA,0,0.04,0,0.04,0.04,"negligent"
"5683","Ribatejo e Oeste","Leiria","Alcobaça","Aljubarrota (São Vicente)","39:32:35.3148000000022''","8:54:51.9948000000012''","agriculture",2015-08-05,"10:31:00",2015-08-05,"12:25:00",2015-08-05,"10:45:00",NA,0,0,0.331,0,0.331,"negligent"
"5684","Ribatejo e Oeste","Santarém","Ourém","Urqueira","00:39:44.660","00:08:33.820","agriculture",2015-08-05,"11:37:00",2015-08-05,"13:00:00",2015-08-05,"11:49:00",NA,0,0,0.0136,0,0.0136,"negligent"
"5685","Entre Douro e Minho","Porto","Felgueiras","Torrados","41:21:20.9088000000116''","8:14:4.96320000000011''","firepit",2015-08-10,"15:40:00",2015-08-10,"16:50:00",2015-08-10,"15:45:00",NA,0,0.05,0,0.05,0.05,"negligent"
"5686","Entre Douro e Minho","Porto","Amarante","Real","41:15:10.3859999999969''","8:9:8.20080000000289''","firepit",2015-08-10,"18:00:00",2015-08-10,"19:05:00",2015-08-10,"18:05:00",NA,0,0.1,0,0.1,0.1,"rekindling"
"5687","Entre Douro e Minho","Porto","Felgueiras","Macieira da Lixa","41:21:4.85999999998739''","8:9:16.7220000000013''","firepit",2015-08-11,"04:35:00",2015-08-11,"05:40:00",2015-08-11,"04:40:00",NA,0,0.25,0,0.25,0.25,"rekindling"
"5688","Beira Litoral","Leiria","Pedrógão Grande","Graça","39:55:25.2228000000031''","8:14:28.5432000000027''","firepit",2015-08-11,"12:59:00",2015-08-11,"14:59:00",2015-08-11,"13:00:00",NA,0,1e-04,0,1e-04,1e-04,"rekindling"
"5689","Alentejo","Évora","Estremoz","Santa Maria","00:38:52","00:07:33","agriculture",2015-08-11,"17:13:00",2015-08-11,"19:30:00",2015-08-11,"17:25:00",NA,0,0,0.1026,0,0.1026,"negligent"
"5690","Ribatejo e Oeste","Santarém","Alcanena","Malhou","39:24:49.7520000000043''","8:41:19.0967999999971''","firepit",2015-08-11,"22:09:00",2015-08-11,"23:25:00",2015-08-11,"22:18:00",NA,0.0264,0,0,0.0264,0.0264,"intentional"
"5691","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Lanheses","41:44:47.2524000000055''","8:41:12.9335999999989''","firepit",2015-08-12,"05:45:00",2015-08-12,"07:07:00",2015-08-12,"06:00:00",NA,0,0.01,0,0.01,0.01,"intentional"
"5692","Beira Litoral","Leiria","Porto de Mós","Pedreiras","39:35:28.3523999999971''","8:51:42.6203999999993''","agriculture",2015-08-12,"11:36:00",2015-08-12,"12:12:00",2015-08-12,"11:42:00",NA,0,0,0.02,0,0.02,"negligent"
"5693","Trás-os-Montes","Bragança","Torre de Moncorvo","Mós","41:8:14.3736000000058''","6:54:46.4760000000004''","fire",2015-09-30,"18:15:00",2015-09-30,"20:48:00",2015-09-30,"18:50:00",NA,0,4.04,0,4.04,4.04,"intentional"
"5694","Entre Douro e Minho","Braga","Terras de Bouro","Vilar da Veiga","41:43:54.0804000000105''","8:7:41.3976000000008''","fire",2015-09-29,"20:40:00",2015-09-30,"04:00:00",2015-09-29,"21:15:00",NA,6.5,0,0,6.5,6.5,"intentional"
"5695","Ribatejo e Oeste","Lisboa","Loures","Lousa","38:52:39.1799999999978''","9:11:11.7959999999998''","firepit",2015-09-30,"17:43:00",2015-09-30,"20:00:00",2015-09-30,"17:51:00",NA,0,0.49,0,0.49,0.49,"negligent"
"5696","Alentejo","Beja","Beja","Albernoa","37:51:38","07:57:23","agriculture",2015-09-30,"20:48:00",2015-09-30,"22:20:00",2015-09-30,"20:52:00",NA,0,0,0.035,0,0.035,"intentional"
"5697","Ribatejo e Oeste","Setúbal","Palmela","Quinta do Anjo","38:34:9.45119999999008''","8:55:24.8699999999985''","agriculture",2015-10-01,"14:25:00",2015-10-01,"15:27:00",2015-10-01,"14:35:00",NA,0,0,0.0799,0,0.0799,"negligent"
"5698","Beira Interior","Guarda","Sabugal","Malcata","40:17:38.8572000000113''","7:4:25.878''","firepit",2015-08-11,"19:55:00",2015-08-11,"20:48:00",2015-08-11,"20:00:00",NA,0,0.01,0,0.01,0.01,"intentional"
"5699","Entre Douro e Minho","Braga","Vila Nova de Famalicão","Fradelos","41:22:15.3515999999956''","8:35:52.2960000000026''","fire",2015-08-12,"15:54:00",2015-08-12,"20:30:00",2015-08-12,"16:10:00",NA,0.2,0.8,0,1,1,"intentional"
"5700","Trás-os-Montes","Vila Real","Chaves","Águas Frias","41:47:03","07:19:12","agric_burn",2015-09-29,"15:39:00",2015-09-29,"17:30:00",2015-09-29,"15:55:00",NA,0,0.001,0,0.001,0.001,"negligent"
"5701","Ribatejo e Oeste","Santarém","Entroncamento","Nossa Senhora de Fátima","39:26:54","08:29:45","agriculture",2015-09-29,"16:18:00",2015-09-29,"17:12:00",2015-09-29,"16:28:00",NA,0,0,0.507,0,0.507,"natural"
"5702","Alentejo","Évora","Arraiolos","Arraiolos","38:49:56","08:05:20","agriculture",2015-09-30,"12:40:00",2015-09-30,"14:45:00",2015-09-30,"13:03:00",NA,0,0,0.1752,0,0.1752,"negligent"
"5703","Entre Douro e Minho","Aveiro","Espinho","Silvalde","40:59:24.1728000000057''","8:38:34.5839999999978''","firepit",2015-08-11,"06:28:00",2015-08-11,"07:10:00",2015-08-11,"06:35:00",NA,0,0.002,0,0.002,0.002,"negligent"
"5704","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padroso","41:56:38.2055999999886''","8:29:30.4404000000025''","firepit",2015-08-11,"22:10:00",2015-08-12,"00:10:00",2015-08-11,"22:11:00",NA,0,0.04,0,0.04,0.04,"negligent"
"5705","Entre Douro e Minho","Braga","Celorico de Basto","Ribas","41:27:5.26319999999771''","8:1:46.4304000000021''","firepit",2015-08-12,"04:56:00",2015-08-12,"08:20:00",2015-08-12,"05:15:00",NA,0.1,0.1,0,0.2,0.2,"intentional"
"5706","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Couto","41:52:28.2036000000079''","8:24:7.44839999999684''","firepit",2015-08-12,"10:30:00",2015-08-12,"13:50:00",2015-08-12,"10:38:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"5707","Beira Litoral","Aveiro","Ílhavo","São Salvador","40:34:16.4495999999963''","8:39:43.840800000003''","agriculture",2015-09-29,"15:28:00",2015-09-29,"16:45:00",2015-09-29,"15:35:00",NA,0,0,0.0469,0,0.0469,"negligent"
"5708","Beira Interior","Castelo Branco","Belmonte","Belmonte","40:21:44.0747999999979''","7:20:9.74399999999882''","firepit",2015-09-29,"16:21:00",2015-09-29,"17:56:00",2015-09-29,"16:30:00",NA,0,0.012,0,0.012,0.012,"negligent"
"5709","Trás-os-Montes","Viseu","São João da Pesqueira","São João da Pesqueira","41:9:9.64439999999684''","7:23:27.4343999999993''","firepit",2015-09-29,"18:58:00",2015-09-29,"19:50:00",2015-09-29,"19:05:00",NA,0,3e-04,0,3e-04,3e-04,"natural"
"5710","Beira Litoral","Coimbra","Cantanhede","Cordinhã","40:20:31.585199999995''","8:32:12.4908000000029''","firepit",2015-09-30,"12:05:00",2015-09-30,"14:10:00",2015-09-30,"12:15:00",NA,0,0.12,0,0.12,0.12,"intentional"
"5711","Beira Litoral","Aveiro","Ílhavo","Gafanha do Carmo","40:35:39.3971999999934''","8:44:16.6740000000031''","firepit",2015-09-30,"13:33:00",2015-09-30,"15:22:00",2015-09-30,"13:42:00",NA,9e-04,0,0,9e-04,9e-04,"intentional"
"5712","Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Numão","41:07:49","07:15:06","fire",2015-10-01,"17:26:00",2015-10-01,"20:38:00",2015-10-01,"17:38:00",NA,0,1,0,1,1,"negligent"
"5713","Ribatejo e Oeste","Santarém","Constância","Santa Margarida da Coutada","39:22:10","08:15:54","fire",2015-10-01,"13:43:00",2015-10-01,"16:46:00",2015-10-01,"13:58:00",NA,0,2.7894,0,2.7894,2.7894,"negligent"
"5714","Trás-os-Montes","Vila Real","Chaves","Roriz","41:48:41","07:15:02","firepit",2015-09-29,"18:45:00",2015-09-29,"20:20:00",2015-09-29,"18:55:00",NA,0,0.01,0,0.01,0.01,"negligent"
"5715","Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Labrujó","41:51:20.8043999999938''","8:31:32.645999999997''","firepit",2015-09-30,"23:07:00",2015-10-01,"01:35:00",2015-09-30,"23:30:00",NA,0,0.25,0,0.25,0.25,"intentional"
"5716","Trás-os-Montes","Vila Real","Valpaços","Bouçoães","41:45:07","07:12:21","fire",2015-10-01,"12:19:00",NA,"",NA,"",NA,0,2,0,2,2,"negligent"
"5717","Trás-os-Montes","Guarda","Vila Nova De Foz Côa","Freixo de Numão","41:03:15","07:13:43","firepit",2015-09-30,"16:31:00",2015-09-30,"18:20:00",2015-09-30,"16:41:00",NA,0.3,0,0.2,0.3,0.5,"negligent"
"5718","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Portuzelo","41:42:41.8103999999903''","8:46:14.0015999999969''","firepit",2015-09-30,"00:22:00",2015-09-30,"00:45:00",2015-09-30,"00:24:00",NA,0.015,0.015,0,0.03,0.03,"negligent"
"5719","Entre Douro e Minho","Porto","Felgueiras","Vizela (São Jorge)","41:23:2.5727999999998''","8:14:55.4567999999981''","firepit",2015-08-10,"10:33:00",2015-08-10,"19:45:00",2015-08-10,"17:33:00",NA,0,0.02,0,0.02,0.02,"rekindling"
"5720","Entre Douro e Minho","Porto","Penafiel","Canelas","41:4:49.5911999999925''","8:18:42.2747999999996''","firepit",2015-08-11,"01:00:00",2015-08-11,"02:30:00",2015-08-11,"01:10:00",NA,0,0.02,0,0.02,0.02,"negligent"
"5721","Entre Douro e Minho","Porto","Maia","Milheirós","41:12:45.644400000005''","8:35:23.3484000000011''","firepit",2015-08-11,"13:40:00",2015-08-11,"14:30:00",2015-08-11,"13:43:00",NA,0,0.005,0,0.005,0.005,"rekindling"
"5722","Beira Litoral","Viseu","Oliveira de Frades","Arcozelo das Maias","40:44:10.5395999999962''","8:16:17.8859999999995''","firepit",2015-08-11,"15:04:00",2015-08-11,"16:20:00",2015-08-11,"15:10:00",NA,0,0.08,0,0.08,0.08,"negligent"
"5723","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Geraz Lima (Santa Maria)","41:42:16.0451999999924''","8:40:31.2779999999989''","firepit",2015-08-11,"15:07:00",2015-08-11,"16:04:00",2015-08-11,"15:09:00",NA,0.4,0,0,0.4,0.4,"rekindling"
"5724","Entre Douro e Minho","Viana do Castelo","Melgaço","Fiães","42:5:41.1936000000111''","8:12:9.82439999999897''","agric_burn",2015-08-11,"21:29:00",2015-08-12,"02:30:00",2015-08-11,"21:55:00",NA,0,1.907,0,1.907,1.907,"negligent"
"5725","Entre Douro e Minho","Braga","Celorico de Basto","Gémeos","41:23:50.8127999999897''","8:0:18.7380000000005''","firepit",2015-08-11,"10:42:00",2015-08-11,"11:39:00",2015-08-11,"10:55:00",NA,0,0.03,0,0.03,0.03,"rekindling"
"5726","Ribatejo e Oeste","Santarém","Benavente","Benavente","00:38:54.500","00:08:40.160","agriculture",2015-08-11,"14:28:00",2015-08-11,"16:25:00",2015-08-11,"14:40:00",NA,0,0,0.1546,0,0.1546,"negligent"
"5727","Alentejo","Beja","Mértola","Santana de Cambas","00:37:38.700","00:07:33.900","agriculture",2015-08-07,"11:48:00",2015-08-07,"13:10:00",2015-08-07,"11:59:00",NA,0,0,0.2,0,0.2,"negligent"
"5728","Entre Douro e Minho","Porto","Maia","Águas Santas","41:12:27.838799999991''","8:35:46.7448000000005''","firepit",2015-08-11,"21:45:00",2015-08-11,"23:00:00",2015-08-11,"21:55:00",NA,0,0.001,0,0.001,0.001,"rekindling"
"5729","Entre Douro e Minho","Braga","Fafe","Quinchães","41:25:53.5835999999961''","8:8:8.25360000000089''","firepit",2015-08-12,"08:17:00",2015-08-12,"11:50:00",2015-08-12,"08:30:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"5730","Entre Douro e Minho","Viseu","Cinfães","São Cristóvão de Nogueira","41:3:44.3376000000097''","8:8:29.2523999999976''","firepit",2015-08-12,"09:12:00",2015-08-12,"12:26:00",2015-08-12,"09:31:00",NA,0.5,0,0,0.5,0.5,"intentional"
"5731","Beira Litoral","Coimbra","Penacova","Oliveira do Mondego","40:18:34.056000000005''","8:13:16.8419999999981''","firepit",2015-08-12,"11:03:00",2015-08-12,"13:55:00",2015-08-12,"11:18:00",NA,0,0.02,0,0.02,0.02,"rekindling"
"5732","Entre Douro e Minho","Viana do Castelo","Arcos de Valdevez","Padreiro (Santa Cristina)","41:49:6.03120000000445''","8:29:1.47480000000172''","firepit",2015-10-01,"11:20:00",2015-10-01,"12:40:00",2015-10-01,"11:29:00",NA,0,0.02,0,0.02,0.02,"rekindling"
"5733","Entre Douro e Minho","Viana do Castelo","Valença","Gondomil","42:1:39.6875999999901''","8:32:19.9284000000002''","agric_burn",2015-09-30,"12:49:00",2015-09-30,"14:15:00",2015-09-30,"13:00:00",NA,0,0,0.04,0,0.04,"negligent"
"5734","Trás-os-Montes","Vila Real","Boticas","São Salvador de Viveiro","41:40:55.0739999999934''","7:46:38.6832''","firepit",2015-09-30,"19:44:00",2015-09-30,"22:56:00",2015-09-30,"20:10:00",NA,0,0.03,0,0.03,0.03,"intentional"
"5735","Trás-os-Montes","Vila Real","Boticas","Boticas","41:41:20.2487999999983''","7:40:5.88000000000122''","firepit",2015-10-01,"16:41:00",2015-10-01,"17:54:00",2015-10-01,"16:41:00",NA,0,0.01,0,0.01,0.01,"intentional"
"5736","Algarve","Faro","Lagos","Bensafrim","00:37:09.380","00:08:45.510","firepit",2015-08-12,"01:08:00",2015-08-12,"03:17:00",2015-08-12,"01:28:00",NA,0,0.6249,0,0.6249,0.6249,"negligent"
"5737","Entre Douro e Minho","Braga","Amares","Bouro (Santa Marta)","41:40:41.0627999999917''","8:17:53.2787999999999''","fire",2015-08-12,"08:49:00",2015-08-12,"13:22:00",2015-08-12,"09:00:00",NA,0.8,2,0,2.8,2.8,"intentional"
"5738","Beira Litoral","Viseu","Tondela","Lajeosa do Dão","40:31:38.3664000000005''","7:58:38.4239999999996''","firepit",2015-08-12,"10:13:00",2015-08-12,"13:27:00",2015-08-12,"10:29:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"5739","Trás-os-Montes","Bragança","Mirandela","Cabanelas","41:30:47.8296000000029''","7:12:17.2115999999988''","firepit",2015-08-12,"10:54:00",2015-08-12,"12:15:00",2015-08-12,"11:04:00",NA,0,0.3,0,0.3,0.3,"intentional"
"5740","Entre Douro e Minho","Viana do Castelo","Melgaço","Paderne","42:5:54.7008000000062''","8:17:22.0812000000005''","agric_burn",2015-08-12,"12:39:00",2015-08-12,"15:26:00",2015-08-12,"12:50:00",NA,0,0.05,0,0.05,0.05,"negligent"
"5741","Beira Litoral","Aveiro","Ílhavo","Gafanha do Carmo","40:35:39.3971999999934''","8:44:16.6740000000031''","firepit",2015-09-29,"14:18:00",2015-09-29,"15:05:00",2015-09-29,"14:24:00",NA,0.0075,0,0,0.0075,0.0075,"intentional"
"5742","Entre Douro e Minho","Braga","Barcelos","Barqueiros","41:27:55.0079999999997''","8:43:51.7619999999998''","firepit",2015-06-03,"18:04:00",2015-06-03,"18:55:00",2015-06-03,"18:17:00",NA,0.88,0,0,0.88,0.88,"negligent"
"5743","Trás-os-Montes","Vila Real","Montalegre","Solveira","41:50:31.2323999999904''","7:40:1.90919999999934''","firepit",2015-06-05,"09:00:00",2015-06-05,"10:10:00",2015-06-05,"09:10:00",NA,0,0.01,0,0.01,0.01,"negligent"
"5744","Ribatejo e Oeste","Santarém","Benavente","Samora Correia","00:38:46.260","00:08:53.480","agriculture",2015-06-05,"12:24:00",2015-06-05,"13:15:00",2015-06-05,"12:39:00",NA,0,0,0.016,0,0.016,"negligent"
"5745","Ribatejo e Oeste","Santarém","Constância","Santa Margarida da Coutada","00:39:23.336","00:08:17.336","firepit",2015-06-05,"12:42:00",2015-06-05,"14:18:00",2015-06-05,"12:44:00",NA,0,0.3084,0,0.3084,0.3084,"negligent"
"5746","Algarve","Faro","Faro","Sé","00:37:01.400","00:07:54.600","agriculture",2015-07-07,"18:58:00",2015-07-07,"20:00:00",2015-07-07,"19:05:00",NA,0,0,0.2543,0,0.2543,"negligent"
"5747","Entre Douro e Minho","Viana do Castelo","Caminha","Riba de Âncora","41:48:43.3440000000115''","8:49:34.7700000000023''","firepit",2015-05-22,"00:14:00",2015-05-22,"01:10:00",2015-05-22,"00:20:00",NA,0,0.01,0,0.01,0.01,"negligent"
"5748","Trás-os-Montes","Vila Real","Boticas","Granja","41:41:42.6156000000071''","7:38:47.8787999999984''","firepit",2015-10-02,"11:56:00",2015-10-02,"13:18:00",2015-10-02,"12:09:00",NA,0.01,0,0,0.01,0.01,"intentional"
"5749","Beira Interior","Guarda","Figueira de Castelo Rodrigo","Vilar de Amargo","40:56:46","06:59:46","agric_burn",2015-10-02,"17:27:00",2015-10-02,"17:57:00",2015-10-02,"17:40:00",NA,0,0,0.0193,0,0.0193,"negligent"
"5750","Beira Litoral","Aveiro","Vagos","Santo António de Vagos","40:31:51.9167999999888''","8:41:22.7220000000018''","agriculture",2015-10-02,"15:52:00",2015-10-02,"17:39:00",2015-10-02,"16:00:00",NA,0,0,0.188,0,0.188,"negligent"
"5751","Beira Litoral","Viseu","Viseu","Fragosela","40:38:12.9372000000001''","7:50:32.3879999999985''","firepit",2015-09-19,"15:11:00",2015-09-19,"16:43:00",2015-09-19,"15:25:00",NA,0,0.2,0,0.2,0.2,"negligent"
"5752","Entre Douro e Minho","Porto","Baião","Santa Marinha do Zêzere","41:8:16.8540000000104''","7:57:29.8619999999988''","firepit",2015-07-13,"01:27:00",2015-07-13,"03:40:00",2015-07-13,"01:35:00",NA,0,0.02,0,0.02,0.02,"intentional"
"5753","Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Tresminas","41:27:22.312800000002''","7:30:1.7028000000014''","firepit",2015-10-02,"10:58:00",2015-10-02,"12:30:00",2015-10-02,"11:13:00",NA,0.3,0.1,0,0.4,0.4,"intentional"
"5754","Trás-os-Montes","Vila Real","Vila Pouca de Aguiar","Tresminas","41:29:38.4468000000089''","7:31:19.0307999999996''","firepit",2015-10-02,"11:41:00",2015-10-02,"13:00:00",2015-10-02,"11:45:00",NA,0.2,0.1,0,0.3,0.3,"intentional"
"5755","Trás-os-Montes","Vila Real","Valpaços","Argeriz","41:35:54","07:22:27","firepit",2015-09-22,"20:44:00",2015-09-22,"22:10:00",2015-09-22,"21:20:00",NA,0,0.5,0,0.5,0.5,"negligent"
"5756","Trás-os-Montes","Vila Real","Valpaços","Lebução","41:46:14","07:16:10","fire",2015-09-22,"22:24:00",2015-09-23,"00:20:00",2015-09-22,"22:38:00",NA,0,1,0,1,1,"negligent"
"5757","Beira Litoral","Aveiro","Ílhavo","São Salvador","40:36:6.60959999999534''","8:39:57.4704000000024''","firepit",2015-10-01,"18:05:00",2015-10-01,"19:15:00",2015-10-01,"18:12:00",NA,0,0.0148,0,0.0148,0.0148,"intentional"
"5758","Lisboa e Vale do Tejo","Leiria","Alcobaça","Pataias","39:40:46.3872000000038''","9:0:7.3908000000003''","agriculture",2015-09-21,"08:06:00",2015-09-21,"08:35:00",2015-09-21,"08:12:00",NA,0,0,1e-04,0,1e-04,"negligent"
"5759","Centro","Coimbra","Góis","Vila Nova do Ceira","40:11:11.0003999999941''","8:8:55.4495999999983''","agric_burn",2015-09-21,"13:01:00",2015-09-21,"14:32:00",2015-09-21,"13:03:00",NA,0,0.01,0,0.01,0.01,"negligent"
"5760","Centro","Aveiro","Murtosa","Murtosa","40:44:10.1579999999876''","8:38:2.00399999999703''","agriculture",2015-09-21,"14:19:00",2015-09-21,"15:20:00",2015-09-21,"14:25:00",NA,0,0,0.3,0,0.3,"negligent"
"5761","Beira Litoral","Leiria","Pombal","São Simão de Litém","39:49:38.1107999999961''","8:37:40.4580000000006''","agriculture",2015-09-18,"15:23:00",2015-09-18,"16:35:00",2015-09-18,"15:34:00",NA,0,0,0.3,0,0.3,"negligent"
"5762","Beira Litoral","Coimbra","Montemor-o-Velho","Tentúgal","40:14:1.69439999999724''","8:35:43.8972000000021''","agriculture",2015-09-19,"15:05:00",2015-09-19,"18:25:00",2015-09-19,"15:20:00",NA,0,0,0.3,0,0.3,"negligent"
"5763","Ribatejo e Oeste","Santarém","Benavente","Samora Correia","38:54:33","08:52:01","agriculture",2015-09-21,"20:33:00",2015-09-21,"21:17:00",2015-09-21,"20:50:00",NA,0,0,4e-04,0,4e-04,"negligent"
"5764","Entre Douro e Minho","Porto","Felgueiras","Penacova","41:22:25.6655999999953''","8:15:18.2195999999983''","firepit",2015-09-30,"14:12:00",2015-09-30,"14:35:00",2015-09-30,"14:15:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"5765","Trás-os-Montes","Vila Real","Murça","Vilares","41:25:40.7712000000117''","7:31:26.5368''","fire",2015-10-01,"16:03:00",2015-10-01,"19:00:00",2015-10-01,"16:20:00",NA,1.5,1,0,2.5,2.5,"intentional"
"5766","Beira Litoral","Viseu","Penalva do Castelo","Germil","40:38:21.0551999999933''","7:41:57.4188000000012''","firepit",2015-07-29,"15:08:00",2015-07-29,"16:40:00",2015-07-29,"15:08:00",NA,0,0.3643,0,0.3643,0.3643,"negligent"
"5767","Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:33:55.6595999999968''","8:5:39.9191999999992''","firepit",2015-09-29,"20:25:00",2015-09-29,"23:25:00",2015-09-29,"20:45:00",NA,0,0.5,0,0.5,0.5,"negligent"
"5768","Ribatejo e Oeste","Santarém","Benavente","Samora Correia","38:55:56","08:52:19","agriculture",2015-09-29,"22:28:00",2015-09-29,"23:05:00",2015-09-29,"22:33:00",NA,0,0,0.025,0,0.025,"negligent"
"5769","Entre Douro e Minho","Braga","Vieira do Minho","Vilar Chão","41:36:47","08:06:05","firepit",2015-10-01,"12:58:00",2015-10-01,"13:24:00",2015-10-01,"13:00:00",NA,0,0.01,0,0.01,0.01,"rekindling"
"5770","Ribatejo e Oeste","Santarém","Salvaterra de Magos","Muge","39:07:10","08:42:33","agriculture",2015-10-01,"14:23:00",2015-10-01,"17:00:00",2015-10-01,"14:52:00",NA,0,0,1.9232,0,1.9232,"negligent"
"5771","Entre Douro e Minho","Porto","Penafiel","Bustelo","41:14:23.0460000000113''","8:15:30.2579999999992''","firepit",2015-09-20,"15:05:00",2015-09-20,"15:50:00",2015-09-20,"15:11:00",NA,0.2,0,0,0.2,0.2,"negligent"
"5772","Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Castelo do Neiva","41:37:0.508799999996086''","8:48:9.46800000000223''","firepit",2015-09-23,"00:02:00",2015-09-23,"01:47:00",2015-09-23,"00:20:00",NA,0.3,0,0,0.3,0.3,"negligent"
"5773","Entre Douro e Minho","Porto","Amarante","Gondar","41:15:52.7147999999983''","8:1:37.4088000000009''","firepit",2015-09-22,"15:01:00",2015-09-22,"17:30:00",2015-09-22,"15:15:00",NA,0,0.1,0,0.1,0.1,"rekindling"
"5774","Beira Litoral","Coimbra","Soure","Soure","40:3:19.14839999999''","8:38:21.8615999999973''","agriculture",2015-09-22,"16:10:00",2015-09-22,"17:45:00",2015-09-22,"16:23:00",NA,0,0,0.01,0,0.01,"negligent"
"5775","Ribatejo e Oeste","Santarém","Coruche","Coruche","38:54:01","08:29:34","agriculture",2015-09-22,"16:59:00",2015-09-22,"19:00:00",2015-09-22,"17:14:00",NA,0,0,0.4066,0,0.4066,"negligent"
"5776","Entre Douro e Minho","Porto","Baião","Ovil","41:10:54.4871999999913''","8:1:0.724800000001977''","firepit",2015-09-29,"20:34:00",2015-09-29,"21:40:00",2015-09-29,"20:43:00",NA,0,0.005,0,0.005,0.005,"negligent"
