region,district,municipality,origin,alert_date,alert_hour,village_area,vegetation_area,farming_area,village_veget_area,total_area,intentional_cause,max_temperature,precipitation,min_temperature,avg_temperature
Ribatejo e Oeste,Setubal,Moita,firepit,2015-08-26,00:17:00,0,0.001,0,0.001,0.001,0,26.5,0,18.2,21.9
Beira Litoral,Leiria,Porto de Mós,agriculture,2015-08-26,12:52:00,0,0,0.02,0,0.02,0,26.8,0,14.2,20.1
Beira Interior,Castelo Branco,Fundão,agriculture,2015-08-26,11:16:00,0,0,0.0191,0,0.0191,0,30.3,0,15,22.8
Beira Litoral,Coimbra,Montemor-o-Velho,agric_burn,2015-08-26,23:22:00,0,0,0.08,0,0.08,0,26.8,0,14.2,20.1
Alentejo,Beja,Moura,agriculture,2015-08-28,02:40:00,0,0,0.5,0,0.5,1,35.9,0,17.8,25.8
Beira Interior,Castelo Branco,Castelo Branco,firepit,2015-08-28,11:43:00,0,0.2373,0,0.2373,0.2373,0,30.3,0,15.4,24.8
Ribatejo e Oeste,Santarém,Golegá,agriculture,2015-08-28,18:08:00,0,0,0.0147,0,0.0147,0,30.3,0,20.8,23.3
Entre Douro e Minho,Porto,Penafiel,fire,2015-08-28,15:00:00,1,0,0,1,1,0,30.3,0,19.3,23.3
Beira Litoral,Coimbra,Mira,firepit,2015-08-28,15:48:00,0.07,0,0,0.07,0.07,1,30.3,0,15.4,23.3
Tras-dos-Montes,Bragança,Vinhais,fire,2015-08-28,18:41:00,0,1.06,0,1.06,1.06,0,32.8,0,13.3,22.7
Alentejo,Beja,Vidigueira,agriculture,2015-10-09,15:52:00,0,0,5.05,0,5.05,0,25.7,0,10,17.1
Beira Litoral,Aveiro,Aveiro,fire,2015-08-26,07:56:00,1.3928,0,0,1.3928,1.3928,1,26.8,0,14.2,20.1
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,fire,2015-08-26,21:54:00,0,17.5,0,17.5,17.5,1,30,0,12.7,19.4
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2015-08-27,21:19:00,0,0.044,0,0.044,0.044,1,28.8,0,16.5,20.3
Beira Litoral,Viseu,Resende,firepit,2015-08-27,22:28:00,0,0.1,0,0.1,0.1,1,27.8,0,19.2,21.9
Tras-dos-Montes,Bragança,Vinhais,fire,2015-08-28,12:57:00,0,2.12,0,2.12,2.12,0,32.8,0,13.3,22.7
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,fire,2015-10-15,19:37:00,0,2.99,0,2.99,2.99,0,17.2,0,3.7,9.1
Entre Douro e Minho,Porto,Lousada,firepit,2015-10-17,01:00:00,0,0.005,0,0.005,0.005,1,25.9,5.4,15.6,19.8
Beira Interior,Guarda,Vila Nova de Foz Côa,agriculture,2015-10-10,12:27:00,0,0,0.11,0,0.11,0,23.1,0.5,8.5,11.9
Algarve,Faro,Silves,agriculture,2015-10-16,13:21:00,0,0,0.332,0,0.332,0,24.8,2,15.2,18.9
Entre Douro e Minho,Porto,Lousada,firepit,2015-10-21,16:42:00,0,0.03,0,0.03,0.03,0,22.6,0,9,14.7
Beira Litoral,Viseu,Cinfães,firepit,2015-08-26,23:48:00,0,0.005,0,0.005,0.005,1,26.8,0,14.2,20.1
Beira Interior,Guarda,Vila Nova de Foz Côa,firepit,2015-08-27,23:52:00,0,0.5,0,0.5,0.5,0,28.6,0,16.5,20.3
Alentejo,Portalegre,Alter do Chão,firepit,2015-08-26,23:11:00,0,0.338,0,0.338,0.338,0,30.3,0,15,22.8
Alentejo,Évora,Reguengos de Monsaraz,agric_burn,2015-10-07,12:33:00,0,0,1.1425,0,1.1425,0,23.6,0,10.1,15.7
Alentejo,Beja,Odemira,firepit,2015-10-08,15:23:00,0.1108,0,0,0.1108,0.1108,0,25,0,13.9,16.2
Beira Litoral,Coimbra,Soure,agriculture,2015-10-08,16:48:00,0,0,0.005,0,0.005,0,21.6,0,11.5,14.2
Beira Interior,Castelo Branco,Vila Velha de Rodão,firepit,2015-10-09,15:05:00,0,0.085,0,0.085,0.085,1,24.3,0,11.3,17.7
Ribatejo e Oeste,Setubal,Palmela,firepit,2015-10-09,17:08:00,0,0.16,0,0.16,0.16,0,21.1,0,13.7,16.7
Entre Douro e Minho,Braga,Barcelos,firepit,2015-10-14,18:16:00,0.55,0,0,0.55,0.55,0,23.2,0,9.4,14.6
Algarve,Faro,Silves,agriculture,2015-10-16,12:37:00,0,0,1.21,0,1.21,0,24.8,2,15.2,18.9
Beira Litoral,Aveiro,Arouca,fire,2015-10-17,12:55:00,0,2.5979,0,2.5979,2.5979,0,23.5,2,15.6,19.4
Beira Litoral,Leiria,Caldas da Rainha,agriculture,2015-08-29,00:42:00,0,0,0.0229,0,0.0229,0,32,0,13,25.1
Beira Litoral,Aveiro,Espinho,agriculture,2015-10-16,12:55:00,0,0,0.005,0,0.005,0,23.1,0,14.6,18.6
Beira Litoral,Aveiro,Arouca,fire,2015-10-16,23:44:00,0,22.8,0,22.8,22.8,0,23.1,0,14.6,18.6
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,firepit,2015-10-17,16:15:00,0,0.5,0,0.5,0.5,0,24.2,0.3,11,14.2
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-08-26,14:51:00,0.39,0,0,0.39,0.39,0,26.8,0,14.2,20.1
Beira Interior,Castelo Branco,Fundão,firepit,2015-08-27,23:29:00,0,0.0388,0,0.0388,0.0388,1,30.1,0,16.3,22.5
Beira Litoral,Coimbra,Arganil,firepit,2015-08-28,20:32:00,0,0.01,0,0.01,0.01,0,30.3,0,15.4,23.3
Beira Interior,Castelo Branco,Vila Velha de Rodão,firepit,2015-08-28,21:53:00,0,0.0064,0,0.0064,0.0064,1,30.3,0,15.4,24.8
Tras-dos-Montes,Bragança,Torre de Moncorvo,fire,2015-08-28,11:53:00,0,1.02,0,1.02,1.02,1,33.9,0,13.3,22.7
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-10-19,18:21:00,0,0.01,0,0.01,0.01,0,18.6,0.3,14,15.8
Beira Litoral,Leiria,Óbidos,agriculture,2015-10-08,14:58:00,0,0,0.5,0,0.5,0,23.3,0,14.6,17.7
Ribatejo e Oeste,Santarém,Ferreira do Zézere,agriculture,2015-10-09,17:24:00,0,0,0.0892,0,0.0892,0,24.3,0,10.2,16.3
Beira Interior,Castelo Branco,Covilhá,fire,2015-09-04,11:48:00,0,9.489,0,9.489,9.489,0,27.8,0,14,19.9
Beira Litoral,Viseu,Cinfães,fire,2015-07-07,02:14:00,0,8,0,8,8,0,28.4,0,14.1,20.2
Beira Litoral,Leiria,Leiria,firepit,2015-08-26,03:08:00,0.2,0,0,0.2,0.2,0,26.8,0,14.2,20.1
Alentejo,Portalegre,Monforte,agriculture,2015-08-26,19:00:00,0,0,3.9862,0,3.9862,0,33.1,0,16.6,25.7
Beira Litoral,Viseu,Viseu,firepit,2015-09-02,16:30:00,0.05,0.05,0,0.1,0.1,0,22.9,0,16,17.8
Beira Litoral,Viseu,Cinfães,firepit,2015-10-23,18:58:00,0,0.5,0,0.5,0.5,0,22.9,0,13.4,16.7
Entre Douro e Minho,Viana do Castelo,Monção,agric_burn,2015-10-17,17:10:00,0,0.02,0,0.02,0.02,0,25.9,5.4,15.6,19.8
Beira Litoral,Aveiro,Vale de Cambra,firepit,2015-10-21,15:29:00,0,0.3223,0,0.3223,0.3223,0,21.7,0,11.9,16.2
Beira Interior,Guarda,Guarda,agric_burn,2015-10-23,21:48:00,0,0,5e-04,0,5e-04,0,19.1,0,13.4,15
Alentejo,Beja,Mértola,fire,2015-08-24,00:03:00,0,2.3,0,2.3,2.3,1,27,0.5,18.4,19.9
Beira Litoral,Viseu,Tondela,firepit,2015-08-24,16:42:00,0,0.17,0,0.17,0.17,0,23.6,4.1,14.3,17.7
Tras-dos-Montes,Vila Real,Alijó,fire,2015-08-22,13:13:00,140,294,60,434,494,1,26.5,0.2,15.6,21.4
Ribatejo e Oeste,Setubal,Montijo,agriculture,2015-08-25,00:21:00,0,0,0.06,0,0.06,1,26.8,0,16.2,21.2
Beira Litoral,Leiria,Óbidos,agriculture,2015-08-25,06:36:00,0,0,2e-04,0,2e-04,0,26.8,0,16.2,21.2
Alentejo,Évora,Borba,agriculture,2015-08-25,13:52:00,0,0,0.0855,0,0.0855,0,31.8,0,12.1,21.7
Ribatejo e Oeste,Lisboa,Mafra,agriculture,2015-08-25,18:10:00,0,0,0.01,0,0.01,0,26.8,0,16.2,21.2
Beira Litoral,Aveiro,Oliveira do Bairro,firepit,2015-08-25,18:29:00,0.003,0,0,0.003,0.003,0,28.5,0,12.1,19.2
Beira Litoral,Leiria,Pombal,firepit,2015-08-27,14:05:00,0,0.01,0,0.01,0.01,0,27.8,0,19.2,21.9
Beira Litoral,Aveiro,Anadia,agriculture,2015-08-28,16:22:00,0,0,0.128,0,0.128,0,30.3,0,15.4,23.3
Beira Litoral,Aveiro,Ovar,agriculture,2015-08-29,11:29:00,0,0,0.01,0,0.01,0,33,0,16.1,22.5
Alentejo,Portalegre,Alter do Chão,firepit,2015-10-17,10:45:00,0,0.5081,0,0.5081,0.5081,0,22.7,0,15.7,17.1
Beira Interior,Castelo Branco,Castelo Branco,firepit,2015-10-17,13:01:00,0,0.016,0,0.016,0.016,0,22.7,0,16.2,17.1
Ribatejo e Oeste,Santarém,Torres Novas,firepit,2015-07-08,10:09:00,0,0.0073,0,0.0073,0.0073,1,28.4,0,15.1,20.6
Beira Litoral,Viseu,Oliveira de Frades,firepit,2015-07-08,14:18:00,0,0.001,0,0.001,0.001,1,28.4,0,15.1,20.6
Beira Litoral,Leiria,Alcobaça,agriculture,2015-10-20,19:28:00,0,0,0.15,0,0.15,0,24.1,2.6,15.5,20.1
Ribatejo e Oeste,Santarém,Santarém,firepit,2015-10-21,14:28:00,0,0.5334,0,0.5334,0.5334,0,22.3,0,15.8,18.8
Beira Litoral,Leiria,Bombarral,firepit,2015-07-19,01:21:00,0,0.03,0,0.03,0.03,0,28.3,0,19.8,23.2
Alentejo,Portalegre,Avis,fire,2015-10-30,18:13:00,0,1.43,0,1.43,1.43,0,20.8,0,10.2,14.8
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,firepit,2015-09-07,00:41:00,0.01,0.005,0,0.015,0.015,1,29,0,14.5,20.7
Entre Douro e Minho,Viana do Castelo,Arcos de Valdevez,firepit,2015-09-07,08:52:00,0,0.01,0,0.01,0.01,0,29,0,14.5,20.7
Beira Litoral,Leiria,Leiria,agriculture,2015-09-06,17:00:00,0,0,0.04,0,0.04,0,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-06,19:44:00,0,0.25,0,0.25,0.25,0,29.5,0,13.9,20.6
Ribatejo e Oeste,Santarém,Torres Novas,agriculture,2015-09-06,20:30:00,0,0,0.0693,0,0.0693,0,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-20,00:10:00,0,0.001,0,0.001,0.001,0,29.3,0,19,22.8
Beira Litoral,Coimbra,Montemor-o-Velho,agriculture,2015-10-24,21:48:00,0,0,0.001,0,0.001,0,17.4,0.3,14.7,15.7
Entre Douro e Minho,Viana do Castelo,Viana do Castelo,agriculture,2015-07-18,14:38:00,0,0,1e-04,0,1e-04,1,24.3,0,16.1,18.8
Beira Litoral,Leiria,Leiria,agric_burn,2015-10-21,17:58:00,0,0,0.03,0,0.03,0,21.7,0,11.9,16.2
Beira Litoral,Aveiro,Aveiro,agriculture,2015-10-23,14:43:00,0,0,0.0087,0,0.0087,0,22.9,0,13.4,16.7
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-19,21:40:00,0,0.05,0,0.05,0.05,0,28.4,0,15.9,21.3
Ribatejo e Oeste,Santarém,Santarém,agriculture,2015-07-20,00:45:00,0,0,0.4767,0,0.4767,1,29.8,0,21.2,25.8
Entre Douro e Minho,Porto,Baião,fire,2015-09-07,00:35:00,0,16.41,0,16.41,16.41,1,31.1,0,14.5,22
Tras-dos-Montes,Vila Real,Boticas,fire,2015-09-07,02:12:00,7.5,0,0,7.5,7.5,1,33.7,0,11.2,22.1
Entre Douro e Minho,Porto,Marco de Canaveses,fire,2015-09-07,20:43:00,2,0,0,2,2,0,31.1,0,14.5,22
Entre Douro e Minho,Braga,Braga,firepit,2015-07-19,11:59:00,0,0.03,0,0.03,0.03,0,25.5,0,15.9,19.5
Entre Douro e Minho,Braga,Celorico de Basto,firepit,2015-07-19,23:08:00,0,0.02,0,0.02,0.02,1,30.5,0,15.4,23.1
Tras-dos-Montes,Bragança,Torre de Moncorvo,fire,2015-09-07,06:26:00,3.34,0,0,3.34,3.34,1,27.3,0,11.8,20.3
Entre Douro e Minho,Porto,Paços de Ferreira,firepit,2015-09-07,12:35:00,0,0.15,0,0.15,0.15,1,29,0,14.5,20.7
Tras-dos-Montes,Vila Real,Sabrosa,fire,2015-09-08,22:54:00,1,123.6,0,124.6,124.6,1,31.7,0,11.5,19.9
Beira Litoral,Coimbra,Penacova,firepit,2015-07-19,13:52:00,0,0.32,0,0.32,0.32,1,28.4,0,15.9,21.3
Entre Douro e Minho,Porto,Amarante,fire,2015-10-17,13:10:00,8.25,6.297,0,14.547,14.547,0,27.5,2.8,11.4,16.8
Beira Litoral,Viseu,Cinfães,firepit,2015-10-22,20:04:00,0,0.1,0,0.1,0.1,0,23.6,0,10.3,16.7
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-10-25,20:17:00,0,0.02,0,0.02,0.02,0,22.8,2.7,12.9,16.2
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-07-19,07:04:00,0.7,0.3,0,1,1,1,25.5,0,15.9,19.5
Beira Litoral,Aveiro,Bragança,firepit,2015-07-19,14:42:00,0.1077,0,0,0.1077,0.1077,1,28.4,0,15.9,21.3
Beira Litoral,Leiria,Leiria,firepit,2015-07-19,15:15:00,0,0.07,0,0.07,0.07,0,28.4,0,15.9,21.3
Entre Douro e Minho,Porto,Marco de Canaveses,firepit,2015-07-19,18:00:00,0,0.3,0,0.3,0.3,1,28.4,0,15.9,21.3
Entre Douro e Minho,Viana do Castelo,Caminha,firepit,2015-07-20,06:07:00,0,0.06,0,0.06,0.06,1,27.7,0,18.5,21.9
Tras-dos-Montes,Vila Real,Ribeira de Pena,firepit,2015-07-20,01:46:00,0,0.1,0,0.1,0.1,0,35,0,21.5,26.9
Entre Douro e Minho,Porto,Amarante,firepit,2015-09-06,15:28:00,0,0.001,0,0.001,0.001,0,28.1,0,13.1,19.5
Ribatejo e Oeste,Santarém,Salvaterra de Magos,firepit,2015-09-06,18:37:00,0.1,0,0,0.1,0.1,1,28.5,0,15.2,21.4
Beira Litoral,Coimbra,Cantanhede,firepit,2015-09-06,22:31:00,0.04,0,0,0.04,0.04,1,29.5,0,13.9,20.6
Beira Litoral,Coimbra,Arganil,firepit,2015-09-07,02:44:00,0,0.056,0,0.056,0.056,1,31.1,0,14.5,22
Entre Douro e Minho,Braga,Cabeceiras de Basto,fire,2015-09-07,17:13:00,1,1,0,2,2,0,33.7,0,11.2,22.1
Entre Douro e Minho,Braga,Fafe,firepit,2015-09-07,21:19:00,0.01,0.09,0,0.1,0.1,0,29,0,14.5,20.7
Entre Douro e Minho,Braga,Vieira do Minho,firepit,2015-08-03,11:48:00,0.15,0.15,0,0.3,0.3,0,30.5,0,10.9,20.8
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-08-03,23:54:00,5.5,1,0,6.5,6.5,1,30.5,0,10.9,20.8
Entre Douro e Minho,Braga,Barcelos,firepit,2015-08-04,09:12:00,0.49,0,0,0.49,0.49,0,25.4,0,12.2,17.9
Entre Douro e Minho,Porto,Lousada,firepit,2015-08-04,14:48:00,0,0.7,0,0.7,0.7,0,25.4,0,12.2,17.9
Entre Douro e Minho,Porto,Penafiel,firepit,2015-08-06,22:44:00,0,0.002,0,0.002,0.002,0,29.5,0,16.3,21.3
Beira Interior,Guarda,Celorico da Beira,fire,2015-08-06,19:16:00,0.4,2,0,2.4,2.4,1,35.8,0,13,24.8
Beira Litoral,Coimbra,Cantanhede,agriculture,2015-08-27,18:25:00,0,0,5e-04,0,5e-04,0,27.8,0,19.2,21.9
Tras-dos-Montes,Bragança,Carrazeda de Ansiães,fire,2015-08-28,00:12:00,0,3,0,3,3,1,33.9,0,13.3,22.7
Tras-dos-Montes,Bragança,Torre de Moncorvo,fire,2015-08-28,14:33:00,1.64,0,0,1.64,1.64,0,33.9,0,13.3,22.7
Beira Litoral,Viseu,Nelas,firepit,2015-08-29,09:03:00,0,0.0945,0,0.0945,0.0945,1,33,0,16.1,22.5
Ribatejo e Oeste,Santarém,Tomar,agriculture,2015-10-09,15:13:00,0,0,0.5573,0,0.5573,0,24.3,0,10.2,16.3
Ribatejo e Oeste,Santarém,Santarém,firepit,2015-10-14,17:18:00,0,0.753,0,0.753,0.753,0,23,0,16.3,19.5
Tras-dos-Montes,Bragança,Freixo de Espada Ã  Cinta,firepit,2015-10-16,22:46:00,0,0.67,0,0.67,0.67,0,17.2,0,3.4,10.1
Beira Litoral,Aveiro,Castelo de Paiva,firepit,2015-10-17,11:04:00,0.05,0,0,0.05,0.05,0,23.5,2,15.6,19.4
Beira Interior,Guarda,Gouveia,agriculture,2015-08-07,02:55:00,0,0,2e-04,0,2e-04,1,25.6,0,14.6,18.8
Beira Litoral,Viseu,Castro Daire,firepit,2015-07-25,13:53:00,0,4e-04,0,4e-04,4e-04,0,27,0,14.3,19.1
Beira Interior,Guarda,Figueira de Castelo Rodrigo,fire,2015-08-02,14:49:00,0,2.9,0.2,2.9,3.1,0,34.1,0,15.5,24.1
Beira Litoral,Aveiro,Ovar,agriculture,2015-07-30,19:31:00,0,0,0.001,0,0.001,0,26.7,0,18.3,21.7
Ribatejo e Oeste,Santarém,Ourém,firepit,2015-08-01,14:06:00,0.0897,0,0,0.0897,0.0897,0,29.9,0,15.7,21.4
Tras-dos-Montes,Vila Real,Valpaços,fire,2015-09-07,14:48:00,0,1.7,0,1.7,1.7,0,33.7,0,11.8,20.3
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-09-07,15:59:00,0,0.005,0,0.005,0.005,0,29,0,14.5,20.7
Beira Litoral,Coimbra,Penacova,firepit,2015-09-04,18:29:00,0,0.001,0,0.001,0.001,0,24.5,0,14,17.7
Entre Douro e Minho,Porto,Vila do Conde,fire,2015-09-07,15:27:00,0,2,0,2,2,0,29,0,14.5,20.7
Beira Litoral,Viseu,Lamego,firepit,2015-09-07,18:13:00,0,0.1,0,0.1,0.1,0,31.1,0,14.5,22
Tras-dos-Montes,Vila Real,Vila Real,agriculture,2015-09-05,14:23:00,0,0,0.8,0,0.8,1,29.8,0,10.4,18.1
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-05,17:55:00,0,0.1,0,0.1,0.1,0,28.3,0,11.7,19
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-06,07:54:00,0,0.01,0,0.01,0.01,0,29.5,0,13.9,20.6
Alentejo,Évora,Borba,agric_burn,2015-09-17,16:28:00,0,0,0.444,0,0.444,0,24.8,2,8.7,16.4
Ribatejo e Oeste,Santarém,Ourém,agriculture,2015-10-23,13:10:00,0,0,0.1092,0,0.1092,0,21.4,0,13.4,16.7
Beira Litoral,Aveiro,Vagos,agriculture,2015-09-07,14:21:00,0,0,0.0839,0,0.0839,0,31.1,0,14.5,22
Entre Douro e Minho,Braga,Celorico de Basto,fire,2015-09-07,20:36:00,2.5,2.5,0,5,5,1,33.7,0,11.2,22.1
Tras-dos-Montes,Vila Real,Boticas,fire,2015-09-05,20:50:00,2,14,0,16,16,1,29.8,0,9,20.6
Entre Douro e Minho,Braga,Pôvoa de Lanhoso,firepit,2015-09-05,22:40:00,0,0.05,0,0.05,0.05,0,27.1,0,11.7,18.6
Beira Litoral,Viseu,Cinfães,firepit,2015-09-06,03:41:00,0,0.05,0,0.05,0.05,1,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Paços de Ferreira,firepit,2015-09-06,09:10:00,0,0.01,0,0.01,0.01,1,28.1,0,13.1,19.5
Tras-dos-Montes,Vila Real,Boticas,fire,2015-09-06,14:21:00,0,1.5,0,1.5,1.5,0,32,0,10,20.9
Entre Douro e Minho,Braga,Celorico de Basto,agriculture,2015-09-06,15:05:00,0,0,0.02,0,0.02,1,28.1,0,13.1,19.5
Ribatejo e Oeste,Santarém,Santarém,fire,2015-09-06,15:26:00,7.8731,0,0,7.8731,7.8731,1,28.5,0,15.2,21.4
Beira Litoral,Coimbra,Tábua,firepit,2015-09-07,16:47:00,0,0.3,0,0.3,0.3,0,31.1,0,14.5,22
Entre Douro e Minho,Porto,Amarante,firepit,2015-09-06,01:00:00,0,0.01,0,0.01,0.01,1,28.1,0,13.1,19.5
Tras-dos-Montes,Bragança,Torre de Moncorvo,firepit,2015-09-07,03:07:00,0,0.65,0,0.65,0.65,1,27.3,0,11.8,20.3
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-07,20:20:00,0,0.01,0,0.01,0.01,0,29,0,14.5,20.7
Beira Litoral,Viseu,Cinfães,fire,2015-09-08,01:56:00,1,1,0,2,2,1,31.4,0,12.9,19
Alentejo,Beja,Odemira,firepit,2015-09-07,13:00:00,0,0.1724,0,0.1724,0.1724,0,32.6,0,13.8,23
Entre Douro e Minho,Porto,Penafiel,firepit,2015-09-07,19:33:00,0,0.015,0,0.015,0.015,0,31.1,0,14.5,22
Entre Douro e Minho,Viana do Castelo,Monção,firepit,2015-09-07,22:16:00,0,0.01,0,0.01,0.01,0,29,0,14.5,20.7
Beira Interior,Guarda,Sabugal,agriculture,2015-09-15,19:24:00,0,0,0.00107,0,0.00107,0,18.3,0,12.3,15.2
Ribatejo e Oeste,Santarém,Ferreira do Zézere,agriculture,2015-09-04,20:10:00,0,0,0.0641,0,0.0641,0,24.5,0,14,17.7
Beira Litoral,Viseu,Tondela,firepit,2015-09-05,18:16:00,0,0.005,0,0.005,0.005,0,28.3,0,13.3,19
Beira Litoral,Coimbra,Coimbra,agriculture,2015-09-06,15:05:00,0,0,0.015,0,0.015,0,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Amarante,firepit,2015-09-19,15:23:00,0.1,0,0,0.1,0.1,0,25.4,0,9.3,16.4
Beira Litoral,Coimbra,Oliveira do Hospital,firepit,2015-09-20,21:28:00,0,0.003,0,0.003,0.003,1,30.9,0,14.6,21.4
Tras-dos-Montes,Vila Real,Montalegre,fire,2015-09-06,03:07:00,0.5,1,0,1.5,1.5,1,32,0,10,20.9
Beira Interior,Guarda,Sabugal,agric_burn,2015-09-16,18:27:00,0,0,0.00282,0,0.00282,0,23.1,18,10.2,17.4
Beira Interior,Guarda,Sabugal,agric_burn,2015-09-18,16:39:00,0,0.00603,0,0.00603,0.00603,0,23.2,0,10.8,18.1
Beira Litoral,Coimbra,Penacova,firepit,2015-09-06,14:17:00,0,0.002,0,0.002,0.002,1,29.5,0,13.9,20.6
Entre Douro e Minho,Porto,Vila do Conde,firepit,2015-09-06,14:30:00,0.02,0,0,0.02,0.02,0,28.1,0,13.1,19.5
Tras-dos-Montes,Vila Real,Sabrosa,false_alarm,2015-10-16,15:15:00,0,0,0,0,0,0,19.9,0,3.4,10.1
Beira Litoral,Coimbra,Arganil,agriculture,2015-10-16,16:48:00,0,0,0.01,0,0.01,0,24.1,0,14.6,18.6
Beira Litoral,Aveiro,Espinho,firepit,2015-10-23,07:01:00,0,0.003,0,0.003,0.003,0,22.9,0,13.4,16.7
Ribatejo e Oeste,Setubal,Sesimbra,firepit,2015-07-19,18:35:00,0,0.0116,0,0.0116,0.0116,0,28.3,0,19.8,23.2
Tras-dos-Montes,Bragança,Vinhais,firepit,2015-07-20,04:19:00,0,0.769,0,0.769,0.769,0,35,0,16.6,25.4
Ribatejo e Oeste,Lisboa,Mafra,agric_burn,2015-09-17,23:52:00,0,0.005,0,0.005,0.005,0,23.4,0,14.3,18.1
Entre Douro e Minho,Viana do Castelo,Vila Nova de Cerveira,firepit,2015-09-19,15:59:00,0,0.03,0,0.03,0.03,0,25.4,0,9.3,16.4
Alentejo,Beja,Moura,agriculture,2015-09-19,22:25:00,0,0,0.003,0,0.003,1,31.9,0,13.1,22
Entre Douro e Minho,Viana do Castelo,Caminha,agriculture,2015-09-06,04:28:00,0,0,0.005,0,0.005,0,28.1,0,13.1,19.5
Beira Litoral,Aveiro,Vagos,agriculture,2015-09-06,12:26:00,0,0,1e-04,0,1e-04,0,29.5,0,13.9,20.6
Ribatejo e Oeste,Santarém,Benavente,agric_burn,2015-09-15,18:49:00,0,0,1e-04,0,1e-04,0,22.1,0.6,15.9,19.2
Beira Litoral,Leiria,Leiria,agriculture,2015-09-15,20:02:00,0,0,1e-04,0,1e-04,0,22.1,6.1,15.9,16.3
Ribatejo e Oeste,Santarém,Mação,firepit,2015-09-20,02:53:00,0.05,0.0436,0,0.0936,0.0936,1,30.9,0,15.3,23.3
Entre Douro e Minho,Viana do Castelo,Valença,agric_burn,2015-09-03,21:10:00,7,111.6244,0,118.6244,118.6244,0,22.9,0,13.6,17.3
Entre Douro e Minho,Porto,Lousada,firepit,2015-08-01,16:51:00,0,0.02,0,0.02,0.02,0,27.6,0,11.9,19.9
Entre Douro e Minho,Porto,Felgueiras,firepit,2015-08-02,12:00:00,0,0.02,0,0.02,0.02,0,23.2,0,14.4,18.2
Entre Douro e Minho,Braga,Vieira do Minho,fire,2015-08-07,23:30:00,5,8,0,13,13,1,28.3,0,13.2,20
Entre Douro e Minho,Porto,Penafiel,firepit,2015-07-27,21:24:00,0.03,0,0,0.03,0.03,0,27.7,0,15.6,21
Ribatejo e Oeste,Setubal,Grandola,agriculture,2015-07-28,15:45:00,0,0,0.374,0,0.374,0,37.1,0,16.8,26.7
Ribatejo e Oeste,Santarém,Abrantes,agriculture,2015-09-20,10:16:00,0,0,2.0193,0,2.0193,0,30.9,0,15.3,23.3
Ribatejo e Oeste,Santarém,Abrantes,firepit,2015-09-20,18:49:00,0.01,0.001191,0,0.011191,0.011191,1,30.9,0,14.6,21.4
Beira Interior,Guarda,Sabugal,fire,2015-08-02,16:23:00,127,1031,32,1158,1190,1,35.5,0,19.7,27.6
Beira Interior,Castelo Branco,Idanha-a-Nova,fire,2015-08-02,23:36:00,0,1.875,0,1.875,1.875,1,35.5,0,19.7,27.6
Beira Litoral,Aveiro,Bragança,agric_burn,2015-08-03,16:45:00,0,0,0.04,0,0.04,0,28.9,0,13.6,19.9
Ribatejo e Oeste,Santarém,Benavente,agriculture,2015-08-03,17:50:00,0,0,0.02796,0,0.02796,0,30,0,19.5,25.5
Beira Litoral,Leiria,Leiria,agriculture,2015-08-03,18:50:00,0,0,0.06,0,0.06,0,28.9,0,13.6,19.9
Ribatejo e Oeste,Santarém,Rio Maior,firepit,2015-07-30,03:03:00,0,0.0108,0,0.0108,0.0108,1,28.6,0,21.8,24.1
Ribatejo e Oeste,Santarém,Salvaterra de Magos,agriculture,2015-09-21,10:06:00,0,0,0.2368,0,0.2368,0,29.7,0,17,22.3
Beira Litoral,Coimbra,Arganil,firepit,2015-09-20,09:58:00,0,0.0015,0,0.0015,0.0015,0,30.9,0,14.6,21.4
Beira Litoral,Coimbra,Arganil,firepit,2015-07-08,15:38:00,0,0.6,0,0.6,0.6,0,28.4,0,15.1,20.6
Alentejo,Beja,Moura,firepit,2015-09-19,16:20:00,0,0.1,0,0.1,0.1,1,31.9,0,13.1,22.7
Entre Douro e Minho,Porto,Baião,fire,2015-09-20,17:41:00,0.11,2,0,2.11,2.11,1,30.9,0,14.6,21.4
Ribatejo e Oeste,Santarém,Tomar,firepit,2015-09-21,00:06:00,0,0.013,0,0.013,0.013,1,24.7,0,12.1,16.3
