"id","region","district","municipality","parish","lat","lon","origin","alert_date","alert_hour","extinction_date","extinction_hour","firstInterv_date","firstInterv_hour","alert_source","village_area","vegetation_area","farming_area","village_veget_area","total_area","intentional_cause"
10045,"Ribatejo e Oeste","Leiria","Caldas da Rainha","Alvorninha","39:23:48.0659999999926''","9:1:48.3311999999992''","firepit",2015-07-29 01:00:00,19:20:00,2015-07-29 01:00:00,21:30:00,2015-07-29 01:00:00,19:36:00,NA,0.3,0,0,0.3,0.3,0
10046,"Beira Litoral","Viseu","Santa Comba Dão","São João de Areias","40:23:22.704''","8:6:0.511199999999832''","firepit",2015-06-19 01:00:00,16:07:00,2015-06-19 01:00:00,18:10:00,NA,NA,NA,0.062,0,0,0.062,0.062,1
10047,"Entre Douro e Minho","Braga","Celorico de Basto","Ribas","41:26:39.9479999999892''","8:2:49.3548000000014''","fire",2015-07-18 01:00:00,12:30:00,2015-07-18 01:00:00,15:30:00,2015-07-18 01:00:00,12:41:00,NA,1.2,0,0,1.2,1.2,1
10048,"Entre Douro e Minho","Aveiro","Arouca","Fermedo","40:57:20.5560000000122''","8:25:1.21079999999765''","agriculture",2015-07-30 01:00:00,17:02:00,2015-07-30 01:00:00,18:15:00,2015-07-30 01:00:00,17:15:00,NA,0,0,0.04,0,0.04,0
10049,"Entre Douro e Minho","Porto","Amarante","Olo","41:17:49.3079999999981''","8:0:15.7319999999991''","firepit",2015-07-31 01:00:00,08:50:00,2015-07-31 01:00:00,12:15:00,2015-07-31 01:00:00,09:10:00,NA,0.1,0.4,0,0.5,0.5,0
10050,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Olmos","41:29:0.794399999992947''","6:54:47.0304000000012''","firepit",2015-07-31 01:00:00,15:31:00,2015-07-31 01:00:00,17:44:00,2015-07-31 01:00:00,15:42:00,NA,0,2e-04,0,2e-04,2e-04,0
10051,"Alentejo","Beja","Serpa","Vila Nova de São Bento","00:37:55.700","00:07:23.500","agriculture",2015-07-31 01:00:00,02:00:00,2015-07-31 01:00:00,03:50:00,2015-07-31 01:00:00,02:37:00,NA,0,0,0.1,0,0.1,1
10052,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Outeiro","41:30:50.925599999988''","8:0:37.4687999999999''","firepit",2015-08-08 01:00:00,06:07:00,2015-08-08 01:00:00,06:35:00,2015-08-08 01:00:00,06:10:00,NA,0,0.05,0,0.05,0.05,1
10053,"Entre Douro e Minho","Porto","Marco de Canaveses","Banho e Carvalhosa","41:14:29.9580000000054''","8:9:20.9735999999977''","firepit",2015-08-08 01:00:00,15:30:00,2015-08-08 01:00:00,16:25:00,2015-08-08 01:00:00,15:35:00,NA,0,0.001,0,0.001,0.001,0
10054,"Ribatejo e Oeste","Santarém","Torres Novas","Brogueira","39:25:36.0120000000052''","8:34:9.01199999999903''","agriculture",2015-08-08 01:00:00,16:04:00,2015-08-08 01:00:00,18:20:00,2015-08-08 01:00:00,16:13:00,NA,0,0,0.3095,0,0.3095,0
10055,"Entre Douro e Minho","Porto","Felgueiras","Pombeiro de Ribavizela","41:23:6.92880000000116''","8:12:43.4088000000027''","fire",2015-08-08 01:00:00,01:27:00,2015-08-08 01:00:00,03:50:00,2015-08-08 01:00:00,02:12:00,NA,0.3,0.7,0,1,1,1
10056,"Beira Interior","Guarda","Gouveia","Aldeias","40:27:25.8480000000037''","7:36:26.002800000001''","firepit",2015-08-08 01:00:00,04:21:00,2015-08-08 01:00:00,07:45:00,2015-08-08 01:00:00,04:27:00,NA,0,0.37,0,0.37,0.37,0
10057,"Entre Douro e Minho","Braga","Vieira do Minho","Guilhofrei","41:34:7.45319999999538''","8:7:45.7319999999991''","firepit",2015-08-08 01:00:00,11:34:00,2015-08-08 01:00:00,13:22:00,2015-08-08 01:00:00,11:45:00,NA,0,0.001,0,0.001,0.001,0
10058,"Entre Douro e Minho","Porto","Maia","Avioso (São Pedro)","41:16:38.9028000000019''","8:37:40.3859999999969''","firepit",2015-08-08 01:00:00,13:15:00,2015-08-08 01:00:00,16:55:00,2015-08-08 01:00:00,13:25:00,NA,0,0.02,0,0.02,0.02,0
10059,"Entre Douro e Minho","Porto","Amarante","Canadelo","41:18:31.4459999999951''","7:58:22.7424000000011''","firepit",2015-08-08 01:00:00,00:55:00,2015-08-08 01:00:00,03:20:00,2015-08-08 01:00:00,01:15:00,NA,0,0.01,0,0.01,0.01,0
10060,"Beira Interior","Castelo Branco","Sertã","Marmeleiro","39:45:50.7960000000082''","8:3:11.7647999999971''","firepit",2015-08-08 01:00:00,05:17:00,2015-08-08 01:00:00,05:59:00,2015-08-08 01:00:00,05:30:00,NA,0.727,0,0,0.727,0.727,1
10061,"Entre Douro e Minho","Braga","Vieira do Minho","Soutelo","41:36:14.8859999999979''","8:10:47.8668000000027''","firepit",2015-08-08 01:00:00,09:54:00,2015-08-08 01:00:00,11:58:00,2015-08-08 01:00:00,10:15:00,NA,0,0.03,0,0.03,0.03,0
10062,"Entre Douro e Minho","Viana do Castelo","Valença","Cristelo Covo","42:1:5.47680000000753''","8:38:39.7787999999981''","firepit",2015-08-08 01:00:00,13:40:00,2015-08-08 01:00:00,14:07:00,2015-08-08 01:00:00,13:45:00,NA,0,0.01,0,0.01,0.01,0
10063,"Entre Douro e Minho","Viseu","Resende","Miomães","41:5:37.5647999999899''","8:0:37.9331999999977''","firepit",2015-07-06 01:00:00,23:06:00,2015-07-07 01:00:00,02:08:00,2015-07-06 01:00:00,23:30:00,NA,0.21,0,0,0.21,0.21,1
10064,"Entre Douro e Minho","Braga","Braga","Palmeira","41:34:24","08:27:51","firepit",2015-08-08 01:00:00,13:40:00,2015-08-08 01:00:00,15:30:00,2015-08-08 01:00:00,13:50:00,NA,0,0.001,0,0.001,0.001,0
10065,"Beira Litoral","Coimbra","Penacova","Oliveira do Mondego","40:19:22.6848000000109''","8:13:16.903199999997''","firepit",2015-08-08 01:00:00,14:20:00,2015-08-08 01:00:00,17:00:00,2015-08-08 01:00:00,14:31:00,NA,0,0.21,0,0.21,0.21,1
10066,"Beira Interior","Guarda","Gouveia","Vinhó","00:40:29.275","00:07:38.619","firepit",2015-08-08 01:00:00,11:29:00,2015-08-08 01:00:00,14:02:00,2015-08-08 01:00:00,11:38:00,NA,0,0.01,0,0.01,0.01,0
10067,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41:4:19.9775999999906''","8:10:3.49319999999693''","fire",2015-08-08 01:00:00,17:17:00,2015-08-09 01:00:00,01:00:00,2015-08-08 01:00:00,17:45:00,NA,0,1,0,1,1,1
10068,"Entre Douro e Minho","Braga","Celorico de Basto","Borba de Montanha","41:23:36.8411999999904''","8:5:49.4016000000009''","agriculture",2015-08-08 01:00:00,23:39:00,2015-08-09 01:00:00,04:05:00,2015-08-08 01:00:00,23:50:00,NA,0,0,0.005,0,0.005,1
10069,"Entre Douro e Minho","Viseu","Cinfães","Santiago de Piães","41:4:19.9775999999906''","8:10:3.49319999999693''","firepit",2015-08-07 01:00:00,22:57:00,2015-08-08 01:00:00,03:35:00,2015-08-07 01:00:00,23:20:00,NA,0,0.01,0,0.01,0.01,1
10070,"Beira Litoral","Viseu","Oliveira de Frades","São Vicente de Lafões","40:42:58.3451999999897''","8:9:19.7603999999976''","firepit",2015-08-08 01:00:00,16:02:00,2015-08-08 01:00:00,17:12:00,2015-08-08 01:00:00,16:09:00,NA,0.2,0,0,0.2,0.2,0
10071,"Entre Douro e Minho","Braga","Celorico de Basto","Caçarilhe","41:24:40.8203999999932''","8:2:48.9120000000003''","firepit",2015-08-09 01:00:00,01:56:00,2015-08-09 01:00:00,03:44:00,2015-08-09 01:00:00,02:00:00,NA,0,0.2,0,0.2,0.2,0
10072,"Entre Douro e Minho","Porto","Felgueiras","Pombeiro de Ribavizela","41:23:9.30479999998795''","8:12:43.8300000000008''","firepit",2015-08-09 01:00:00,03:03:00,2015-08-09 01:00:00,04:40:00,2015-08-09 01:00:00,03:15:00,NA,0,0.05,0,0.05,0.05,0
10073,"Entre Douro e Minho","Braga","Braga","Priscos","41:29:43.4399999999874''","8:28:35.1371999999974''","agriculture",2015-08-07 01:00:00,21:57:00,2015-08-07 01:00:00,22:55:00,2015-08-07 01:00:00,22:15:00,NA,0,0,0.01,0,0.01,0
10074,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41:12:5.87880000000382''","8:15:46.7999999999996''","firepit",2015-08-08 01:00:00,01:14:00,2015-08-08 01:00:00,02:55:00,2015-08-08 01:00:00,01:20:00,NA,0,0.5,0,0.5,0.5,0
10075,"Entre Douro e Minho","Porto","Lousada","Caíde de Rei","41:16:11.1647999999968''","8:12:37.9332000000015''","firepit",2015-08-08 01:00:00,11:12:00,2015-08-08 01:00:00,13:41:00,2015-08-08 01:00:00,11:24:00,NA,0,0.4,0,0.4,0.4,0
10076,"Entre Douro e Minho","Braga","Vieira do Minho","Rossas","41:35:44.7647999999987''","8:3:43.5239999999983''","firepit",2015-08-08 01:00:00,13:27:00,2015-08-08 01:00:00,14:22:00,2015-08-08 01:00:00,13:40:00,NA,0,0.01,0,0.01,0.01,0
10077,"Trás-os-Montes","Vila Real","Chaves","Nogueira da Montanha","41:39:10","07:26:16","fire",2015-08-08 01:00:00,13:39:00,2015-08-08 01:00:00,14:19:00,2015-08-08 01:00:00,13:55:00,NA,0,1,0,1,1,0
10078,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Serdedelo","41:45:11.1059999999952''","8:32:30.9803999999974''","fire",2015-08-09 01:00:00,05:05:00,2015-08-09 01:00:00,10:30:00,2015-08-09 01:00:00,05:30:00,NA,6,8.02,0,14.02,14.02,0
10079,"Trás-os-Montes","Bragança","Macedo de Cavaleiros","Bornes","41:26:6.06479999999806''","7:0:34.8660000000006''","firepit",2015-08-09 01:00:00,00:59:00,2015-08-09 01:00:00,02:25:00,2015-08-09 01:00:00,01:04:00,NA,0,0.06,0,0.06,0.06,0
10080,"Beira Litoral","Viseu","Viseu","Cota","40:46:41.3291999999893''","7:47:5.4851999999989''","firepit",2015-08-08 01:00:00,14:52:00,2015-08-08 01:00:00,15:31:00,2015-08-08 01:00:00,14:59:00,NA,0.04,0,0,0.04,0.04,0
10081,"Ribatejo e Oeste","Santarém","Coruche","Erra","39:3:6.9299999999896''","8:23:3.89400000000222''","firepit",2015-08-08 01:00:00,15:46:00,2015-08-08 01:00:00,17:00:00,2015-08-08 01:00:00,16:00:00,NA,0,2e-04,0,2e-04,2e-04,0
10082,"Entre Douro e Minho","Porto","Felgueiras","Pombeiro de Ribavizela","41:23:8.09879999998884''","8:12:51.0588000000008''","firepit",2015-08-08 01:00:00,18:01:00,2015-08-08 01:00:00,18:48:00,2015-08-08 01:00:00,18:01:00,NA,0,0.02,0,0.02,0.02,0
10083,"Entre Douro e Minho","Viana do Castelo","Ponte de Lima","Vitorino dos Piães","41:40:51.2400000000042''","8:37:1.24680000000012''","firepit",2015-08-08 01:00:00,15:22:00,2015-08-08 01:00:00,18:32:00,2015-08-08 01:00:00,15:30:00,NA,0,0.08,0,0.08,0.08,0
10084,"Beira Litoral","Viseu","Viseu","Lordosa","40:44:18.9528000000115''","7:55:32.4407999999984''","firepit",2015-08-08 01:00:00,13:01:00,2015-08-08 01:00:00,15:50:00,2015-08-08 01:00:00,13:10:00,NA,0,1e-04,0,1e-04,1e-04,0
10085,"Entre Douro e Minho","Viana do Castelo","Valença","São Pedro da Torre","41:59:7.73880000000759''","8:39:45.8784''","agric_burn",2015-08-08 01:00:00,14:07:00,2015-08-08 01:00:00,14:53:00,2015-08-08 01:00:00,14:43:00,NA,0,0.1,0,0.1,0.1,0
10086,"Algarve","Faro","Portimão","Alvor","00:37:07.800","00:08:34.900","firepit",2015-08-08 01:00:00,16:08:00,2015-08-08 01:00:00,18:22:00,2015-08-08 01:00:00,16:20:00,NA,0,0.024,0,0.024,0.024,0
10087,"Alentejo","Portalegre","Campo Maior","São João Batista","39:2:36.4092000000016''","7:2:42.0792000000012''","agriculture",2015-08-09 01:00:00,00:04:00,2015-08-09 01:00:00,01:53:00,2015-08-09 01:00:00,00:34:00,NA,0,0,0.8089,0,0.8089,0
10088,"Entre Douro e Minho","Aveiro","Santa Maria da Feira","Rio Meão","40:56:52.6127999999881''","8:35:25.2995999999989''","firepit",2015-08-09 01:00:00,01:47:00,2015-08-09 01:00:00,04:30:00,2015-08-09 01:00:00,01:58:00,NA,0,0.2655,0,0.2655,0.2655,1
10089,"Entre Douro e Minho","Porto","Baião","Mesquinhata","41:7:56.909999999998''","8:5:36.880800000003''","firepit",2015-08-08 01:00:00,08:43:00,2015-08-08 01:00:00,10:50:00,2015-08-08 01:00:00,08:56:00,NA,0,0.48,0,0.48,0.48,1
10090,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Geraz Lima (Santa Maria)","41:42:16.0451999999924''","8:40:31.2779999999989''","firepit",2015-08-08 01:00:00,15:35:00,2015-08-08 01:00:00,17:20:00,2015-08-08 01:00:00,16:00:00,NA,0.2,0.15,0,0.35,0.35,0
10091,"Beira Interior","Castelo Branco","Covilhã","Vale Formoso","40:21:50.6627999999915''","7:22:5.98079999999996''","agriculture",2015-08-08 01:00:00,14:36:00,2015-08-08 01:00:00,15:31:00,2015-08-08 01:00:00,14:49:00,NA,0,0,4.035,0,4.035,0
10092,"Entre Douro e Minho","Braga","Cabeceiras de Basto","Outeiro","41:30:50.925599999988''","8:0:37.4687999999999''","firepit",2015-08-08 01:00:00,22:07:00,2015-08-08 01:00:00,23:45:00,2015-08-08 01:00:00,22:15:00,NA,0,0.03,0,0.03,0.03,1
10093,"Beira Interior","Guarda","Gouveia","Vinhó","00:40:29.917","00:07:39.243","firepit",2015-08-08 01:00:00,14:03:00,2015-08-08 01:00:00,17:20:00,2015-08-08 01:00:00,14:08:00,NA,0,0.04,0,0.04,0.04,1
10094,"Entre Douro e Minho","Vila Real","Ribeira de Pena","Salvador","41:31:3.39599999999166''","7:48:57.9528000000008''","firepit",2015-08-08 01:00:00,22:55:00,2015-08-09 01:00:00,00:50:00,2015-08-08 01:00:00,23:10:00,NA,0.1,0,0,0.1,0.1,1
10095,"Entre Douro e Minho","Porto","Penafiel","Vila Cova","41:10:54.2027999999931''","8:14:3.34319999999749''","fire",2015-08-08 01:00:00,03:16:00,2015-08-08 01:00:00,06:48:00,2015-08-08 01:00:00,03:30:00,NA,0,4.56,0,4.56,4.56,0
10096,"Beira Litoral","Aveiro","Aveiro","Nossa Senhora de Fátima","40:34:37.2107999999918''","8:34:33.6324000000032''","firepit",2015-08-08 01:00:00,12:38:00,2015-08-08 01:00:00,15:15:00,2015-08-08 01:00:00,12:49:00,NA,0.0536,0,0,0.0536,0.0536,1
10097,"Ribatejo e Oeste","Santarém","Santarém","Almoster","39:14:37.6511999999968''","8:48:27.583200000002''","firepit",2015-08-08 01:00:00,21:08:00,2015-08-08 01:00:00,23:35:00,2015-08-08 01:00:00,21:28:00,NA,0,0.0596,0,0.0596,0.0596,1
10098,"Entre Douro e Minho","Braga","Celorico de Basto","Caçarilhe","41:24:40.8203999999932''","8:2:48.9120000000003''","fire",2015-08-08 01:00:00,22:46:00,2015-08-08 01:00:00,23:40:00,2015-08-08 01:00:00,22:55:00,NA,0,3.2,0,3.2,3.2,0
10099,"Beira Litoral","Aveiro","Aveiro","Eirol","40:36:31.1579999999958''","8:32:22.5203999999979''","firepit",2015-08-07 01:00:00,22:37:00,2015-08-08 01:00:00,02:15:00,2015-08-07 01:00:00,22:40:00,NA,0.1304,0,0,0.1304,0.1304,0
10100,"Beira Litoral","Coimbra","Coimbra","São Paulo de Frades","40:14:13.6319999999904''","8:24:29.1276000000023''","agriculture",2015-08-08 01:00:00,06:51:00,2015-08-08 01:00:00,07:30:00,2015-08-08 01:00:00,07:00:00,NA,0,0,6e-04,0,6e-04,0
10101,"Entre Douro e Minho","Braga","Terras de Bouro","Campo do Gerês","41:47:11.2847999999974''","8:8:49.8191999999979''","firepit",2015-08-08 01:00:00,11:24:00,2015-08-08 01:00:00,12:01:00,2015-08-08 01:00:00,11:41:00,NA,0,0.1,0,0.1,0.1,0
10102,"Alentejo","Beja","Beja","Salvador","38:1:13.6920000000111''","7:50:29.4360000000015''","agriculture",2015-06-09 01:00:00,16:44:00,2015-06-09 01:00:00,18:00:00,2015-06-09 01:00:00,16:53:00,NA,0,0,0.1,0,0.1,0
10103,"Entre Douro e Minho","Porto","Penafiel","São Mamede Recezinhos","41:14:27.6072000000062''","8:12:18.9611999999971''","firepit",2015-08-08 01:00:00,16:00:00,2015-08-08 01:00:00,18:20:00,2015-08-08 01:00:00,16:15:00,NA,0,0.2,0,0.2,0.2,0
10104,"Entre Douro e Minho","Porto","Paços de Ferreira","Freamunde","41:17:32.6400000000024''","8:20:35.4912000000006''","agriculture",2015-08-08 01:00:00,16:59:00,2015-08-08 01:00:00,18:35:00,2015-08-08 01:00:00,17:04:00,NA,0,0,0.02,0,0.02,0
10105,"Beira Interior","Guarda","Celorico da Beira","Vila Boa do Mondego","00:40:37.195","00:07:26.892","firepit",2015-08-08 01:00:00,20:20:00,2015-08-08 01:00:00,20:44:00,2015-08-08 01:00:00,20:30:00,NA,0,0.02,0,0.02,0.02,0
10106,"Entre Douro e Minho","Braga","Terras de Bouro","Chamoim","41:43:29.7695999999985''","8:15:42.7247999999992''","fire",2015-08-08 01:00:00,19:12:00,2015-08-09 01:00:00,02:56:00,2015-08-08 01:00:00,19:15:00,NA,50,15,0,65,65,1
10107,"Entre Douro e Minho","Viana do Castelo","Paredes de Coura","Bico","41:52:28.8659999999982''","8:31:33.0635999999978''","firepit",2015-08-08 01:00:00,21:22:00,2015-08-09 01:00:00,00:45:00,2015-08-08 01:00:00,21:55:00,NA,0,0.5,0,0.5,0.5,0
10108,"Entre Douro e Minho","Braga","Póvoa de Lanhoso","Esperança","41:35:1.64759999999262''","8:10:25.6979999999992''","fire",2015-08-08 01:00:00,21:33:00,2015-08-09 01:00:00,09:40:00,2015-08-08 01:00:00,21:45:00,NA,2.05,25,0,27.05,27.05,0
10109,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Carvoeiro","41:39:14.4936000000064''","8:40:24.5496000000017''","fire",2015-08-08 01:00:00,22:48:00,2015-08-09 01:00:00,07:58:00,2015-08-08 01:00:00,23:08:00,NA,6.546,31.328,0,37.874,37.874,1
10110,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Vade (São Tomé)","41:47:0.322799999996732''","8:24:21.2975999999982''","fire",2015-08-09 01:00:00,00:12:00,2015-08-09 01:00:00,02:31:00,2015-08-09 01:00:00,00:15:00,NA,0,1,0,1,1,1
10111,"Ribatejo e Oeste","Leiria","Óbidos","A dos Negros","39:20:6.28080000001034''","9:6:29.2212000000001''","fire",2015-07-06 01:00:00,16:01:00,2015-07-06 01:00:00,19:55:00,2015-07-06 01:00:00,16:18:00,NA,0.7672,0.2531,0,1.0203,1.0203,0
10112,"Entre Douro e Minho","Viana do Castelo","Ponte da Barca","Boivães","41:45:31.348799999995''","8:26:38.3279999999993''","firepit",2015-07-06 01:00:00,22:08:00,2015-07-06 01:00:00,23:07:00,2015-07-06 01:00:00,22:20:00,NA,0,0.005,0,0.005,0.005,0
10113,"Beira Litoral","Viseu","Oliveira de Frades","Arcozelo das Maias","40:42:59.1264000000126''","8:17:30.1667999999988''","firepit",2015-08-08 01:00:00,16:18:00,2015-08-08 01:00:00,17:22:00,2015-08-08 01:00:00,16:40:00,NA,0.7,0,0,0.7,0.7,1
10114,"Entre Douro e Minho","Porto","Penafiel","Milhundos","41:12:7.33319999998969''","8:15:51.7860000000027''","firepit",2015-08-08 01:00:00,20:21:00,2015-08-08 01:00:00,22:20:00,2015-08-08 01:00:00,20:27:00,NA,0,0.02,0,0.02,0.02,0
10115,"Entre Douro e Minho","Viseu","Cinfães","Cinfães","41:3:18.3924000000059''","8:6:7.93079999999776''","firepit",2015-08-01 01:00:00,15:14:00,2015-08-01 01:00:00,17:40:00,2015-08-01 01:00:00,15:24:00,NA,0,0.025,0,0.025,0.025,0
10116,"Entre Douro e Minho","Porto","Felgueiras","Revinhade","41:20:5.88119999999606''","8:15:59.1047999999994''","firepit",2015-08-01 01:00:00,16:16:00,2015-08-01 01:00:00,19:00:00,2015-08-01 01:00:00,16:35:00,NA,0,0.3,0,0.3,0.3,0
10117,"Beira Litoral","Coimbra","Coimbra","São Martinho do Bispo","40:12:48.8880000000012''","8:27:22.168800000001''","agriculture",2015-08-02 01:00:00,18:44:00,2015-08-02 01:00:00,19:24:00,2015-08-02 01:00:00,18:55:00,NA,0,0,0.001,0,0.001,1
10118,"Beira Litoral","Viseu","Tondela","Tondela","40:31:25.7051999999925''","8:4:1.32959999999954''","firepit",2015-08-02 01:00:00,21:18:00,2015-08-02 01:00:00,22:00:00,2015-08-02 01:00:00,21:22:00,NA,0,0.02,0,0.02,0.02,0
10119,"Trás-os-Montes","Vila Real","Montalegre","Meixedo","41:49:59.7792000000032''","7:44:17.8331999999989''","fire",2015-08-07 01:00:00,19:01:00,2015-08-08 01:00:00,02:29:00,2015-08-07 01:00:00,19:15:00,NA,38,7.5,0,45.5,45.5,1
10120,"Entre Douro e Minho","Viana do Castelo","Monção","Longos Vales","42:2:43.1987999999978''","8:26:5.21520000000081''","agric_burn",2015-08-08 01:00:00,11:51:00,2015-08-09 01:00:00,10:48:00,2015-08-08 01:00:00,12:03:00,NA,100,44,0,144,144,0
10121,"Entre Douro e Minho","Braga","Vieira do Minho","Soutelo","41:36:14.8859999999979''","8:10:47.8668000000027''","firepit",2015-08-08 01:00:00,21:35:00,2015-08-09 01:00:00,02:05:00,2015-08-08 01:00:00,21:50:00,NA,0.01,0,0,0.01,0.01,0
10122,"Entre Douro e Minho","Porto","Marco de Canaveses","Soalhães","41:9:10.0872000000044''","8:6:25.6212000000021''","firepit",2015-08-08 01:00:00,23:05:00,2015-08-09 01:00:00,02:15:00,2015-08-08 01:00:00,23:24:00,NA,0,0.01,0,0.01,0.01,1
10123,"Ribatejo e Oeste","Lisboa","ODIVELAS","Odivelas_Lumiar e Carnide","38:47:37.9823999999945''","9:11:13.8084000000029''","agric_burn",2015-07-06 01:00:00,14:21:00,2015-07-06 01:00:00,15:30:00,2015-07-06 01:00:00,14:25:00,NA,0,0.8,0,0.8,0.8,0
10124,"Entre Douro e Minho","Porto","Baião","Loivos da Ribeira","41:7:57.8100000000023''","7:56:0.546000000000433''","firepit",2015-07-07 01:00:00,09:41:00,2015-07-07 01:00:00,13:07:00,2015-07-07 01:00:00,09:45:00,NA,0,0.01,0,0.01,0.01,0
10125,"Entre Douro e Minho","Viana do Castelo","Viana do Castelo","Geraz Lima (Santa Maria)","41:42:10.6272000000121''","8:41:17.4875999999992''","firepit",2015-08-08 01:00:00,17:28:00,2015-08-08 01:00:00,19:20:00,2015-08-08 01:00:00,17:29:00,NA,0,0.001,0,0.001,0.001,0
10126,"Entre Douro e Minho","Porto","Penafiel","Marecos","41:11:37.2480000000019''","8:16:47.2547999999991''","firepit",2015-08-08 01:00:00,19:45:00,2015-08-08 01:00:00,20:20:00,2015-08-08 01:00:00,19:51:00,NA,0,0.03,0,0.03,0.03,0
10127,"Algarve","Faro","Faro","Conceição","00:37:02.100","00:07:53.500","agriculture",2015-08-09 01:00:00,00:20:00,2015-08-09 01:00:00,01:35:00,2015-08-09 01:00:00,00:32:00,NA,0,0,0.0378,0,0.0378,0
10128,"Entre Douro e Minho","Porto","Felgueiras","Vila Cova de Lixa","41:19:40.3391999999974''","8:9:57.7727999999999''","firepit",2015-08-09 01:00:00,01:59:00,2015-08-09 01:00:00,02:20:00,2015-08-09 01:00:00,02:05:00,NA,0,0.0025,0,0.0025,0.0025,0
10129,"Beira Litoral","Coimbra","Vila Nova de Poiares","São Miguel de Poiares","40:13:3.23040000001072''","8:13:1.7003999999983''","firepit",2015-08-09 01:00:00,03:28:00,2015-08-09 01:00:00,05:46:00,2015-08-09 01:00:00,03:33:00,NA,0,0.05,0,0.05,0.05,0
10130,"Beira Litoral","Aveiro","Aveiro","Cacia","40:41:15.7452000000114''","8:35:27.380400000002''","agric_burn",2015-07-07 01:00:00,11:35:00,2015-07-07 01:00:00,12:45:00,2015-07-07 01:00:00,11:40:00,NA,0,0,0.0195,0,0.0195,0
10131,"Beira Interior","Guarda","Mêda","Longroiva","00:40:59.162","00:07:11.252","agriculture",2015-07-07 01:00:00,13:57:00,2015-07-07 01:00:00,15:55:00,2015-07-07 01:00:00,14:05:00,NA,0,0,0.07,0,0.07,0
10132,"Entre Douro e Minho","Porto","Lousada","Cristelos","41:16:37.300800000005''","8:17:25.5695999999989''","firepit",2015-08-08 01:00:00,14:33:00,2015-08-08 01:00:00,16:38:00,2015-08-08 01:00:00,14:50:00,NA,0,0.3,0,0.3,0.3,0
10133,"Entre Douro e Minho","Aveiro","Oliveira de Azeméis","Oliveira de Azeméis","40:49:55.739999999995''","8:29:15.3815999999983''","agriculture",2015-08-08 01:00:00,16:04:00,2015-08-08 01:00:00,16:50:00,2015-08-08 01:00:00,16:13:00,NA,0,0,0.008,0,0.008,0
10134,"Entre Douro e Minho","Porto","Penafiel","Galegos","41:9:27.2700000000049''","8:18:21.0959999999969''","agriculture",2015-08-09 01:00:00,01:39:00,2015-08-09 01:00:00,02:30:00,2015-08-09 01:00:00,01:50:00,NA,0,0,0.003,0,0.003,0
10135,"Alentejo","Portalegre","Nisa","Alpalhão","39:24:23.5259999999931''","7:36:23.1912000000013''","firepit",2015-08-09 01:00:00,10:57:00,2015-08-09 01:00:00,12:17:00,2015-08-09 01:00:00,11:10:00,NA,0,0.0045,0,0.0045,0.0045,0
10136,"Entre Douro e Minho","Porto","Matosinhos","Perafita","41:13:56.9892000000078''","8:42:9.97919999999823''","firepit",2015-06-11 01:00:00,21:41:00,2015-06-12 01:00:00,00:25:00,2015-06-11 01:00:00,21:55:00,NA,0,0.17,0,0.17,0.17,0
10137,"Beira Interior","Castelo Branco","Castelo Branco","Castelo Branco","39:50:37.438800000001''","7:28:27.4512000000006''","firepit",2015-07-06 01:00:00,18:39:00,2015-07-06 01:00:00,19:23:00,2015-07-06 01:00:00,18:40:00,NA,0,0.0035,0,0.0035,0.0035,0
10138,"Entre Douro e Minho","Braga","Vila Verde","Cabanelas","41:35:14","08:29:31","firepit",2015-07-06 01:00:00,20:58:00,2015-07-06 01:00:00,23:20:00,2015-07-06 01:00:00,21:15:00,NA,0,0.1,0,0.1,0.1,1
10139,"Beira Litoral","Viseu","Oliveira de Frades","Arcozelo das Maias","40:42:59.1264000000126''","8:17:30.1667999999988''","fire",2015-08-08 01:00:00,15:27:00,2015-08-08 01:00:00,17:09:00,2015-08-08 01:00:00,15:40:00,NA,9.2,2.4,0,11.6,11.6,1
10140,"Entre Douro e Minho","Porto","Amarante","Canadelo","41:18:31.4459999999951''","7:58:22.7424000000011''","firepit",2015-08-08 01:00:00,23:01:00,2015-08-09 01:00:00,01:00:00,2015-08-08 01:00:00,23:20:00,NA,0,0.01,0,0.01,0.01,0
10141,"Entre Douro e Minho","Braga","Barcelos","Tregosa","41:37:56.2584000000061''","8:40:52.1039999999971''","firepit",2015-08-09 01:00:00,00:41:00,2015-08-09 01:00:00,02:10:00,2015-08-09 01:00:00,00:55:00,NA,0,0.003,0,0.003,0.003,0
10142,"Entre Douro e Minho","Porto","Lousada","Caíde de Rei","41:16:11.9351999999958''","8:12:50.8751999999976''","firepit",2015-08-09 01:00:00,04:06:00,2015-08-09 01:00:00,06:35:00,2015-08-09 01:00:00,04:25:00,NA,0,0.25,0,0.25,0.25,0
